strategy_name,strategy_type,n_trades,notional_usd,total_premium_paid_usd,total_tx_cost_usd,total_payout_usd,total_pnl_usd,max_drawdown_usd,win_rate_pct,premium_recovery_pct,sharpe_monthly,annual_sharpe_mean,annual_sharpe_min,annual_sharpe_std,annual_sharpe_cv,annual_sharpe_score,n_years,pct_positive_years,min_annual_pnl_usd,calmar,gain_to_pain,ulcer_index,feasibility_pct,ko_rate_pct,leg_a_ko_rate_pct,leg_b_ko_rate_pct,both_survive_rate_pct,structure_vs_min_leg_pct
USDTHB CALL-upout  ATM  1M  H@5Δ,single,795,10000000,59142438.20942529,1590000,57167103.75461128,-1975334.455,-13058659.98,31.19496855345912,96.66003885768237,-0.111083709,-1.092408663,-3.377225745,1.9185895817841976,-1.756292902,-3.010998245,4,50,-9307438.81,-0.046428568,0.9209653057596179,56.957100980744634,100,4.905660377358491,,,,
USDTHB CALL-upout  ATM  6W  H@5Δ,single,788,10000000,67929012.40403569,1576000,68748780.17687292,819767.7728372328,-17172075.32,32.61421319796954,101.20680066414234,0.037018603,-0.168967269,-3.168379544,1.7334668360846057,-10.25918718,-1.902434105,4,75,-12584483.49,0.014789192973651884,1.0271113780593006,82.43158643593551,100,4.187817258883249,,,,
USDTHB CALL-upout  ATM  2M  H@5Δ,single,775,10000000,79316925.77,1550000,93413804.74,14096878.967943601,-20656783.09,38.96774193548387,117.77285091579297,0.4886760184593203,0.000237904,-4.139271159,2.4058889485802673,10112.843976587226,-2.405651044,4,75,-16673617.2,0.2143239929539293,1.4071598108436596,90.88616411954207,100,2.193548387096774,,,,
USDTHB CALL-upout  ATM  10W  H@5Δ,single,769,10000000,84196048.27314581,1538000,101871690.18519986,17675641.912054066,-22884165.61,42.002600780234076,120.9934341035952,0.5953796685769939,0.2319177659851686,-4.301764595,2.6394053149991583,11.380781044467076,-2.407487549,4,75,-17793613.19,0.24510660452671204,1.4861788677869288,99.02535209,100,1.4304291287386215,,,,
USDTHB CALL-upout  ATM  3M  H@5Δ,single,756,10000000,93919890.75956106,1512000,110040007.52963604,16120116.770074967,-31908734.62,37.96296296296296,117.16368773398938,0.46199294840338345,0.32711071365634525,-3.433394082,2.3143369525653483,7.0750875955617145,-1.987226239,4,75,-21521905.43,0.16314967802997218,1.3708736859369328,138.41476579995134,100,1.0582010582010581,,,,
USDTHB CALL-upout  45Δ  1M  H@5Δ,single,795,10000000,49137925.62665201,1590000,47677556.8,-1460368.831,-11534285.53,28.427672955974842,97.02802099999839,-0.092111438,-1.048897199,-3.214471324,1.887928112983303,-1.799917203,-2.936825312,4,50,-8251996.647,-0.038861103,0.9346759746026987,50.236750095642044,100,4.905660377358491,,,,
USDTHB CALL-upout  45Δ  6W  H@5Δ,single,788,10000000,56549517.73094164,1576000,57122457.96572669,572940.2347850455,-15191702.73,30.20304568527919,101.01316555432189,0.028760447,-0.192936422,-3.25012361,1.768813792183228,-9.167858385,-1.961750214,4,75,-11259486.69,0.01168367,1.0208758147081958,72.99550072027402,100,4.187817258883249,,,,
USDTHB CALL-upout  45Δ  2M  H@5Δ,single,775,10000000,66282606.65456126,1550000,78259436.84814051,11976830.193579247,-18499696.33,35.87096774193548,118.06934095998633,0.4689138356803511,-0.169321587,-4.800582395,2.684430173826276,-15.85403387,-2.853751761,4,75,-15170784.65,0.20332360558617804,1.3907779946640773,80.72048249090105,100,2.193548387096774,,,,
USDTHB CALL-upout  45Δ  10W  H@5Δ,single,769,10000000,70501496.05705674,1538000,84905130.29633641,14403634.239279674,-20308448.19,40.05201560468141,120.43025332061441,0.5540985524059773,0.014508504126842237,-5.098560939,2.9671193851168804,204.50898033156994,-2.952610881,4,75,-16142501.25,0.22506618332096312,1.4502053887175164,87.29990412471922,100,1.4304291287386215,,,,
USDTHB CALL-upout  45Δ  3M  H@5Δ,single,756,10000000,79023631.81725778,1512000,91889005.97765288,12865374.160395097,-28649151.77,35.978835978835974,116.2804136744136,0.4151816333237841,0.18500935774709243,-3.742071377,2.365294565042678,12.784729344750403,-2.180285207,4,75,-19446218.12,0.14502346348389308,1.3325130938202616,124.35989050503507,100,1.0582010582010581,,,,
USDTHB CALL-upout  40Δ  1M  H@5Δ,single,795,10000000,39773456.962770924,1590000,38798687.32248377,-974769.6403,-9772354.164,25.660377358490567,97.54919558,-0.071112595,-0.987220246,-2.956706966,1.8302597513924634,-1.853952813,-2.817479997,4,50,-7019983.994,-0.030615832,0.9495850406891998,42.62095299,100,4.905660377358491,,,,
USDTHB CALL-upout  40Δ  6W  H@5Δ,single,788,10000000,45725305.54789418,1576000,46253492.51013638,528186.9622421982,-12716951.28,27.03045685279188,101.15513052545697,0.030411620298344797,-0.209566001,-3.265653051,1.7715162127790733,-8.453261504,-1.981082214,4,75,-9430439.789,0.012867112232361269,1.022097774281871,61.33824533399585,100,4.187817258883249,,,,
USDTHB CALL-upout  40Δ  2M  H@5Δ,single,775,10000000,53539917.66501714,1550000,62917797.49386055,9377879.828843417,-16146875.5,32,117.51567846539837,0.42883656087870736,-0.38464026,-5.591355004,3.0120441064883017,-7.83080822,-3.396684366,4,75,-13336205.89,0.18240077379262887,1.3555267702749316,70.33058694817757,100,2.193548387096774,,,,
USDTHB CALL-upout  40Δ  10W  H@5Δ,single,769,10000000,56927073.57,1538000,67507717.26310603,10580643.693414826,-17385421.43,36.15084525357607,118.5863123289867,0.48462197040875443,-0.374636054,-6.486438317,3.5397009929408827,-9.44837251,-3.914337047,4,75,-14152991.83,0.1931264546681031,1.389002949736724,74.09590175638557,100,1.4304291287386215,,,,
USDTHB CALL-upout  40Δ  3M  H@5Δ,single,756,10000000,63768162.47846086,1512000,73831059.93,10062897.449915934,-24309111.21,33.2010582,115.78044130300115,0.3799583953795532,0.099914004,-3.800474708,2.3252325456598517,23.272338659697347,-2.225318541,4,75,-16236546.03,0.13368466314238578,1.3104709590550159,105.56775236855096,100,1.0582010582010581,,,,
USDTHB CALL-upout  35Δ  1M  H@5Δ,single,795,10000000,31380351.93341658,1590000,30697850.37,-682501.5657,-7862961.981,23.270440251572328,97.82506720386908,-0.059514071,-0.905675604,-2.630855826,1.7221699586600847,-1.901530692,-2.627845563,4,50,-5684192.561,-0.026641627,0.9578999393254546,34.66223364015467,100,4.905660377358491,,,,
USDTHB CALL-upout  35Δ  6W  H@5Δ,single,788,10000000,36023418.46912994,1576000,36413876.82354356,390458.35441361554,-10194015.37,23.604060913705585,101.08390144802115,0.026624294,-0.222764289,-3.254302885,1.7616444228367247,-7.908109637,-1.984408712,4,75,-7584362.576,0.011866041284515417,1.0193315136296088,49.36278512989824,100,4.187817258883249,,,,
USDTHB CALL-upout  35Δ  2M  H@5Δ,single,775,10000000,42118294.74191262,1550000,48809007.32471588,6690712.582803259,-13555778.82,28.12903225806452,115.88552581200591,0.367264069,-0.637772243,-6.398778533,3.3290529168588803,-5.219814682,-3.96682516,4,75,-11168812.53,0.15500953372085882,1.3025628897572938,59.02206612,100,2.193548387096774,,,,
USDTHB CALL-upout  35Δ  10W  H@5Δ,single,769,10000000,44760010.20451001,1538000,51196067.788104266,6436057.583594251,-14631043.05,33.81014304291287,114.37903511234175,0.36461277787855145,-0.906466797,-8.240530655,4.246202628,-4.684344361,-5.152669424,4,75,-11993100.46,0.1395916799593479,1.2817247925276836,62.454217469372374,100,1.4304291287386215,,,,
USDTHB CALL-upout  35Δ  3M  H@5Δ,single,756,10000000,50094954.091712125,1512000,57504515.84,7409561.753000772,-19970277.96,30.158730158730158,114.79103412179117,0.3378678880172237,-0.001925963,-3.891348802,2.305900581249142,-1197.271272,-2.307826545,4,75,-12983603.52,0.1198218531126736,1.2821012714142601,87.27316524699329,100,1.0582010582010581,,,,
USDTHB CALL-upout  30Δ  1M  H@5Δ,single,795,10000000,23892369.116552718,1590000,23393036.083738614,-499333.0328,-6053914.953,21.00628931,97.91007316864125,-0.054376052,-0.820350868,-2.475828646,1.6060912832449512,-1.957810184,-2.426442151,4,50,-4405842.488,-0.025316126,0.9617332214203815,27.146234070928454,100,4.905660377358491,,,,
USDTHB CALL-upout  30Δ  6W  H@5Δ,single,788,10000000,27367165.217489988,1576000,27773433.77,406268.5571058113,-7992149.887,20.17766497461929,101.48451092349956,0.034216509,-0.217984204,-3.225820405,1.7539283092223004,-8.046125713,-1.971912513,4,75,-5850959.05,0.015748022,1.0249867247618127,38.94755235062096,100,4.187817258883249,,,,
USDTHB CALL-upout  30Δ  2M  H@5Δ,single,775,10000000,31927060.80343398,1550000,36461643.87008612,4534583.066652143,-10711122.85,24.903225806451612,114.20294556573904,0.30968058526860737,-0.994286893,-7.584193734,3.8072953746133065,-3.829171844,-4.801582267,4,75,-8859045.475,0.1329575094008658,1.258446117,46.44049878658498,100,2.193548387096774,,,,
USDTHB CALL-upout  30Δ  10W  H@5Δ,single,769,10000000,33903469.063942365,1538000,35942385.46542138,2038916.4014790147,-12093078.28,27.308192457737324,106.01388724449873,0.15175970638801362,-1.871852336,-11.4049128,5.525779844809802,-2.952038331,-7.39763218,4,75,-9700358.271,0.053502916,1.1094800545112946,52.411996831651756,100,1.4304291287386215,,,,
USDTHB CALL-upout  30Δ  3M  H@5Δ,single,756,10000000,37894455.213502094,1512000,42348106.521137595,4453651.307635492,-15786069.79,26.322751322751326,111.7527782957772,0.2554674230354379,-0.187337856,-4.217802479,2.3783889919484373,-12.69572016,-2.565726848,4,75,-10073634.91,0.09111079,1.2139760187985689,69.77427235787462,100,1.0582010582010581,,,,
USDTHB CALL-upout  25Δ  1M  H@5Δ,single,795,10000000,17278831.73903887,1590000,16660190.16874956,-618641.5703,-4487497.583,16.47798742138365,96.41965626129931,-0.090761524,-0.729912402,-2.320838479,1.436465656365056,-1.967997329,-2.166378058,4,50,-3200096.504,-0.042313421,0.937490286,20.463669804252753,100,4.905660377358491,,,,
USDTHB CALL-upout  25Δ  6W  H@5Δ,single,788,10000000,19721025.87616136,1576000,20260998.540693954,539972.6645325981,-5956358.141,17.766497461928935,102.7380556565534,0.060153934819505504,-0.198596662,-3.165603654,1.7344211267128455,-8.733385068,-1.933017789,4,75,-4230893.513,0.028084544941466418,1.0442295230145162,29.171390316329838,100,4.187817258883249,,,,
USDTHB CALL-upout  25Δ  2M  H@5Δ,single,775,10000000,22924155.34,1550000,25502637.29881694,2578481.9566384414,-8052796.617,20.903225806451616,111.2478820621768,0.23289711142051442,-2.095549745,-11.73532972,5.569110783430497,-2.657589397,-7.664660529,4,75,-6718981.506,0.10056060463771173,1.1964946573509712,34.60761692647253,100,2.193548387096774,,,,
USDTHB CALL-upout  25Δ  10W  H@5Δ,single,769,10000000,24312486.929110557,1538000,22426918.367215365,-1885568.562,-9653945.089,21.196358907672302,92.24444390492397,-0.199856992,-3.633539212,-17.31055388,7.937314187771325,-2.184458107,-11.5708534,4,75,-7440517.99,-0.061980119,0.8720934938713365,42.58684109273873,100,1.4304291287386215,,,,
USDTHB CALL-upout  25Δ  3M  H@5Δ,single,756,10000000,27115646.63826329,1512000,28250552.638123102,1134905.9998598155,-12021088.7,21.56084656084656,104.18542849079002,0.087400834,-0.685857507,-5.55334335,2.848916555853079,-4.153802399,-3.534774062,4,75,-7654256.477,0.030489037,1.0715198318805081,53.926252821131676,100,1.0582010582010581,,,,
USDTWD CALL-upout  ATM  1M  H@5Δ,single,791,10000000,45434788.377574354,1582000,50375087.62268889,4940299.245,-7129298.253,44.24778761061947,110.87338451773874,0.3614244634708186,-0.163530363,-2.312656326,1.2482628957979953,-7.633217891,-1.411793259,4,75,-1941850.275,0.21269130472655542,1.3342305132559273,20.75298943440316,100,1.1378002528445006,,,,
USDTWD CALL-upout  ATM  6W  H@5Δ,single,785,10000000,52899512.81798394,1570000,61070607.8,8171094.983621259,-8341722.323,48.152866242038215,115.44644657075818,0.4990423188291927,-0.128938944,-2.189384911,1.2928130264803244,-10.02655202,-1.42175197,4,50,-1772349.921,0.3034596477597615,1.450346789242424,27.052397057724463,100,1.4012738853503186,,,,
USDTWD CALL-upout  ATM  2M  H@5Δ,single,772,10000000,63077578.86297483,1544000,81814116.69653498,18736537.833560143,-9534717.844,49.22279792746114,129.70395847669113,0.9091630804906984,0.6861316426759309,-0.360962121,0.7257389277377286,1.0577254896849362,-0.039607285,4,75,-415751.0135,0.6171518121094247,2.037967774539429,28.661433999667995,100,0.38860103626943004,,,,
USDTWD CALL-upout  ATM  10W  H@5Δ,single,765,10000000,67260119.49761051,1530000,91572444.02663764,24312324.529027145,-9982612.709,51.633986928104584,136.14671622742338,1.0159552779247003,0.8652085012435147,0.22579741669258835,0.5725055436755581,0.6616966232448347,0.2927029575679566,4,100,363872.3901874614,0.7735255195456306,2.224485565848129,30.410283696126715,100,0,,,,
USDTWD CALL-upout  ATM  3M  H@5Δ,single,758,10000000,76689734.65183371,1516000,111166922.57947132,34477187.92763761,-10009945.89,53.166226912928764,144.9567182415766,1.1950638657736854,1.140147913020963,0.523983382,0.6055811709546696,0.5311426386337078,0.5345667420662935,4,100,2080035.5470134476,1.1123148258272955,2.5116769088021327,37.43069413660731,100,0,,,,
USDTWD CALL-upout  45Δ  1M  H@5Δ,single,791,10000000,37803825.342281796,1582000,39911307.429383576,2107482.0871017748,-7172506.977,40.32869785082174,105.57478527112085,0.17324042228170264,-0.422257275,-2.687324554,1.3281952230811613,-3.145464391,-1.750452498,4,50,-1960014.116,0.090185388,1.1516960751849465,23.01003609217025,100,1.1378002528445006,,,,
USDTWD CALL-upout  45Δ  6W  H@5Δ,single,785,10000000,44084562.92858143,1570000,48106231.83304511,4021668.904463686,-8874383.975,41.783439490445865,109.12262396925412,0.2801946015668953,-0.5518584,-3.083127014,1.5912434618039248,-2.883427094,-2.143101862,4,50,-2056329.792,0.14039269695752296,1.2342336900791233,31.45634076,100,1.4012738853503186,,,,
USDTWD CALL-upout  45Δ  2M  H@5Δ,single,772,10000000,52746193.77472964,1544000,64871527.277426556,12125333.502696909,-9842568.862,43.26424870466321,122.98807294888843,0.6529900906124025,0.23447208102933498,-1.426474733,1.0177528536329041,4.340614239294325,-0.783280773,4,75,-1355057.415,0.3868973369979968,1.6772339312510798,31.859068574772337,100,0.38860103626943004,,,,
