strategy_name,strategy_type,n_trades,notional_usd,total_premium_paid_usd,total_tx_cost_usd,total_payout_usd,total_pnl_usd,max_drawdown_usd,win_rate_pct,premium_recovery_pct,sharpe_monthly,annual_sharpe_mean,annual_sharpe_min,annual_sharpe_std,annual_sharpe_cv,annual_sharpe_score,n_years,pct_positive_years,min_annual_pnl_usd,calmar,gain_to_pain,ulcer_index,feasibility_pct,ko_rate_pct,leg_a_ko_rate_pct,leg_b_ko_rate_pct,both_survive_rate_pct,structure_vs_min_leg_pct,basket_n_pairs,basket_pairs,trade_mode
BASKET  Call-UO  6W  25Δ/H@15Δ,eko_basket,2421,10000000.0,17933160.01188028,4842000.0,18549523.984454602,616363.9725743206,-2866980.517506012,12.267657992565056,103.43700704262939,0.13303207242933557,0.06784428820398075,-0.9288812692778663,0.7748932413629437,11.421643028122697,-0.707048953158963,4,50.0,-1244157.2580092973,0.0665458108420291,1.0938527015596284,12.296186591858897,100.0,18.38083436596448,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  ATM/H@20Δ,eko_basket,2382,10000000.0,108847922.34188057,4764000.0,158617446.62904364,49769524.28716308,-8310144.132290289,33.66918555835433,145.7239083818632,1.9283688293816983,1.9637102849478452,1.6007845517773227,0.3072078870922278,0.15644257172100468,1.6565023978556175,4,100.0,7230081.632802638,1.8808988599144878,4.011260494605395,27.025129809021337,100.0,26.86817800167926,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  ATM/H@5Δ,eko_basket,2382,10000000.0,263836348.18576637,4764000.0,418159953.4797887,154323605.29402232,-28923466.340899587,51.385390428211586,158.49216999674496,1.871196344369449,1.7713445762833766,0.33772654139317193,1.1015293705385276,0.6218605827951043,0.669815205744849,4,100.0,7286413.946224365,1.6756855734834974,3.8353344574165327,112.54787174027273,100.0,3.022670025188917,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  ATM/H@10Δ,eko_basket,2382,10000000.0,200620592.32678962,4764000.0,311677078.86376846,111056486.53697887,-19700171.732283607,46.179680940386234,155.3564742526927,1.978486341121629,1.904313760992199,0.7260604106921071,0.8843436392707696,0.4643896701192784,1.0199701217214292,4,100.0,11121787.455076901,1.7704531037144637,4.196517508495956,70.08781263515482,100.0,10.9151973131822,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  ATM/H@15Δ,eko_basket,2382,10000000.0,150024686.43852758,4764000.0,222384645.6662454,72359959.22771783,-12699477.716529861,39.63056255247691,148.2320349707028,1.914862415570203,1.8748107487618952,1.2491903103853454,0.47274085273302646,0.25215390569166485,1.402069896028869,4,100.0,8589028.73827761,1.7894639884903798,4.062155065073805,42.100912809772154,100.0,19.43744752308984,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  ATM/H@25Δ,eko_basket,2382,10000000.0,75533958.6360915,4764000.0,100927037.53783989,25393078.90174838,-4718487.988683632,26.490344248530644,133.61809623150756,1.4277983163395427,1.4890921523741563,1.0514727293738602,0.45612917688836163,0.3063135993035255,1.0329629754857947,4,100.0,2594006.170479809,1.6901413152433211,3.071070303330598,17.833805707762227,100.0,35.18052057094878,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  45Δ/H@20Δ,eko_basket,2382,10000000.0,80549359.23336053,4764000.0,120231255.97648576,39681896.743125245,-6687895.522287853,31.024349286314024,149.26407499799265,1.9440960640388412,1.9520304506718849,1.5474955072005372,0.30768890073328625,0.15762505171339944,1.6443415499385985,4,100.0,5556487.799830236,1.8634315855411638,4.098087195814331,21.412310347155152,100.0,26.86817800167926,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  45Δ/H@5Δ,eko_basket,2382,10000000.0,220433555.66398162,4764000.0,354525564.9258785,134092009.26189688,-26836838.116071463,48.32073887489505,160.83103312378643,1.8151119685858266,1.7070351031888613,0.22341476214152695,1.142037346677248,0.6690180796773553,0.5649977565116133,4,100.0,4266577.822284395,1.5692135942224026,3.725951070679674,104.59126978908698,100.0,3.022670025188917,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  45Δ/H@10Δ,eko_basket,2382,10000000.0,162200309.88951504,4764000.0,256548676.70839646,94348366.81888142,-17054417.498552576,43.36691855583543,158.16780922499353,1.9352528166493115,1.857015311766721,0.6025060793295154,0.9493598273980132,0.5112288635330715,0.9076554843687078,4,100.0,8097416.83476401,1.737432760935127,4.129897207924958,62.185930185329894,100.0,10.9151973131822,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  45Δ/H@15Δ,eko_basket,2382,10000000.0,116643967.07119557,4764000.0,176142478.9583002,59498511.88710463,-10708810.915386736,36.85978169605374,151.00864912352364,1.889765959242414,1.8353898981513785,1.1520673692834604,0.5356336680768209,0.29183644773043377,1.2997562300745575,4,100.0,6741720.80657154,1.7449193684506066,4.120760558446594,35.48425361481288,100.0,19.43744752308984,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  45Δ/H@25Δ,eko_basket,2382,10000000.0,52353113.797831,4764000.0,71391929.69158345,19038815.89375244,-3651088.252166627,23.635600335852224,136.3661576411167,1.447403329382101,1.5029825507127412,0.9988210747145763,0.5457014417062319,0.36307902673084963,0.9572811090065093,4,100.0,1615674.9049569287,1.6376764863652302,3.1010595501384275,13.087600879952554,100.0,35.18052057094878,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  40Δ/H@20Δ,eko_basket,2382,10000000.0,54824967.07801184,4764000.0,82244922.92498836,27419955.846976526,-4881721.90937194,26.86817800167926,150.01362938888772,1.8727115664455432,1.852442664237673,1.4385921621903868,0.2946955807101516,0.1590848593586168,1.5577470835275213,4,100.0,3835962.3460792555,1.7640229259792057,3.979962499355477,15.730672914966995,100.0,26.86817800167926,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  40Δ/H@5Δ,eko_basket,2382,10000000.0,177998814.7305016,4764000.0,288557321.3710128,110558506.64051124,-25162131.065140426,43.87069689336692,162.11193417658535,1.7258614052842651,1.608660396761998,0.07224843517219257,1.1796497550226193,0.7333118645781823,0.42901064173937864,4,100.0,1187366.1710845947,1.3799242716416313,3.539996257970086,95.87350585260783,100.0,3.022670025188917,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  40Δ/H@10Δ,eko_basket,2382,10000000.0,125277896.94508518,4764000.0,200010096.8026201,74732199.85753496,-14373333.442608565,39.46263643996642,159.65314048199048,1.846451695335775,1.7671175403040007,0.4231250926841224,1.0136926947322646,0.5736419177627975,0.7534248455717361,4,100.0,4645378.981971999,1.632904461690036,3.9470645501194563,54.79826397037557,100.0,10.9151973131822,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  40Δ/H@15Δ,eko_basket,2382,10000000.0,85297002.92698841,4764000.0,129450511.16879252,44153508.24180411,-8548871.106286421,33.08144416456759,151.7644310194558,1.7953502064886593,1.7278497230811465,0.9911604992068602,0.5780538415145271,0.3345509935225886,1.1497958815666194,4,100.0,4833706.51414743,1.6220601583521042,3.951685978399429,28.717918282326572,100.0,19.43744752308984,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  40Δ/H@25Δ,eko_basket,2382,10000000.0,32290637.869581856,4764000.0,43187970.48804988,10897332.618468022,-2454545.797006365,19.815281276238455,133.7476536155188,1.292931515583598,1.3193576828505342,0.7458773911333356,0.6371578277250102,0.4829303198116835,0.6821998551255241,4,100.0,650044.9887642299,1.3943107550470248,2.7735151694302957,8.933138496993607,100.0,35.18052057094878,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  35Δ/H@20Δ,eko_basket,2382,10000000.0,34126931.18931022,4764000.0,49075374.32882412,14948443.139513893,-3487446.785579955,21.452560873215784,143.80248272717907,1.5895761114409674,1.5510884153005637,1.1422689315025971,0.24750696317606322,0.1595698612242567,1.3035814521245006,4,100.0,2321198.8161965664,1.3461668269316642,3.294562529748435,11.275467573354046,100.0,26.86817800167926,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  35Δ/H@5Δ,eko_basket,2382,10000000.0,139957072.81403446,4764000.0,226344356.52035296,86387283.70631851,-23093336.15412789,38.66498740554156,161.72412866987017,1.5966488046182619,1.4686706574831552,-0.11825454538633506,1.2055098863295173,0.8208170294594067,0.2631607711536379,4,75.0,-1634900.6364057865,1.1748262755055483,3.261103762116999,87.24665441705802,100.0,3.022670025188917,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  35Δ/H@10Δ,eko_basket,2382,10000000.0,92957404.55677809,4764000.0,147585498.50003293,54628093.94325484,-13120897.509652354,33.33333333333333,158.7668020678096,1.691584068882272,1.6156048749404601,0.16563972012254444,1.069109235914399,0.6617392980779405,0.5464956390260611,4,100.0,1435812.0647201843,1.307564178560271,3.549333403537591,48.638793315316946,100.0,10.9151973131822,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  35Δ/H@15Δ,eko_basket,2382,10000000.0,58763281.18208586,4764000.0,87245165.22126251,28481884.03917667,-6659279.696683809,27.371956339210747,148.46884562303754,1.57493545228368,1.5033348960926916,0.7028024541309404,0.591868162020174,0.3937034679089103,0.9114667340725175,4,100.0,3124343.725141406,1.3432349017532244,3.448151308765031,23.931478712070348,100.0,19.43744752308984,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  35Δ/H@25Δ,eko_basket,2382,10000000.0,17469128.31859501,4764000.0,20172736.410278793,2703608.091683783,-2037333.5146635883,14.105793450881613,115.47649111264428,0.6459170255722168,0.5602532504802626,-0.2678191081417876,0.7875362989237933,1.40567912501837,-0.22728304844353064,4,75.0,-81247.7168368243,0.4167658428158614,1.6568104047149395,8.003620748942035,100.0,35.18052057094878,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  30Δ/H@20Δ,eko_basket,2382,10000000.0,18537869.67861601,4764000.0,23492238.930320147,4954369.251704138,-2293978.7346580243,14.525608732157849,126.72566663589804,0.9545203912855282,0.919326038822103,0.48350093757519746,0.3811028306272993,0.4145458896340973,0.5382232081948036,4,100.0,667635.7713422278,0.6782807533909451,2.0482566529040835,8.530142212203161,100.0,26.86817800167926,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  30Δ/H@5Δ,eko_basket,2382,10000000.0,106007648.87668659,4764000.0,170014205.23648694,64006556.359800346,-20017107.292744465,34.089000839630565,160.37918682099624,1.454063031041681,1.3095041916022157,-0.3047083512320497,1.2221073716167083,0.9332596103578906,0.0873968199855073,4,75.0,-3421114.7984026973,1.004231072590698,2.9852958789427477,76.18358484067322,100.0,3.022670025188917,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  30Δ/H@10Δ,eko_basket,2382,10000000.0,65064591.35988694,4764000.0,101618961.22007424,36554369.8601873,-11280608.363096435,28.295549958018473,156.1816636302176,1.504528612188216,1.4356709690055292,-0.1162749973871945,1.1202098824103783,0.7802692306206717,0.3154610865951508,4,75.0,-760783.080695099,1.0176941776019892,3.0479159788033443,41.452877785791095,100.0,10.9151973131822,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  30Δ/H@15Δ,eko_basket,2382,10000000.0,36996449.2761727,4764000.0,52096320.00395922,15099870.72778653,-5032248.790847674,21.074727120067173,140.81437819902217,1.241489716123154,1.1858790934950523,0.32510828045345214,0.6019982037588004,0.5076387694672788,0.5838808897362519,4,100.0,1200905.1723428052,0.9423703968435231,2.5901972399801183,19.41264888685979,100.0,19.43744752308984,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  30Δ/H@25Δ,eko_basket,2382,10000000.0,8101077.210558749,4764000.0,5340412.9208419155,-2760664.2897168333,-2923914.7644682596,6.591099916036944,65.92225678186786,-2.1796587714306512,-2.965120623043782,-5.72221799169869,1.7302576405441252,-0.583537016031397,-4.695378263587907,4,0.0,-1151242.5988052003,-0.29652369217465685,0.24401901503316675,15.053497181897981,100.0,35.18052057094878,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  25Δ/H@20Δ,eko_basket,2382,10000000.0,8453964.704339135,4764000.0,6490900.757357754,-1963063.9469813816,-2643193.59699539,7.682619647355164,76.77936902227891,-1.1354211096338247,-1.0331642705436537,-2.2055661400704136,0.9980147267119246,-0.9659787462324522,-2.0311789972555783,4,25.0,-1000086.7899363154,-0.23324695526362973,0.4792670294428348,15.488896673104168,100.0,26.86817800167926,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  25Δ/H@5Δ,eko_basket,2382,10000000.0,76011555.51087767,4764000.0,119665702.42501125,43654146.91413359,-15975222.608993948,28.085642317380355,157.43093483712022,1.2986954189995934,1.1151589532875237,-0.5299188265185713,1.258681262951447,1.128701212720227,-0.14352230966392332,4,75.0,-4416619.763491967,0.858201159487604,2.6982369756761275,63.16801026568416,100.0,3.022670025188917,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  25Δ/H@10Δ,eko_basket,2382,10000000.0,41637006.919353716,4764000.0,62511746.512213886,20874739.59286017,-8358306.808075644,21.70445004198153,150.13506286196855,1.2868024135317748,1.2069359441016614,-0.5245745709516244,1.222346982620824,1.012768729437943,-0.01541103851916259,4,75.0,-2201790.9996027937,0.7843560804562689,2.5810157045938498,32.09727762086803,100.0,10.9151973131822,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  2M  25Δ/H@15Δ,eko_basket,2382,10000000.0,20212617.601478077,4764000.0,24720456.76176515,4507839.160287066,-3588083.239965815,14.483627204030228,122.30210479991183,0.6931339167906585,0.6801204293677826,-0.31982205404863157,0.6482193818501449,0.9530950017965321,0.03190104751763767,4,75.0,-639319.7917567709,0.3945630501412057,1.6534184550750934,14.628245542153262,100.0,19.43744752308984,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  ATM/H@20Δ,eko_basket,2363,10000000.0,115154664.19187564,4726000.0,178971647.69265383,63816983.50077818,-9196094.890677541,35.294117647058826,155.41849646180512,2.109401374580158,2.4235565699625328,1.2611627270757926,1.0239585422363862,0.42250243090146483,1.3995980277261466,4,100.0,8645863.961206272,2.2002426238125006,4.408340478231119,29.224824286163862,100.0,27.04189589504867,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  ATM/H@5Δ,eko_basket,2363,10000000.0,279821199.2163545,4726000.0,455409513.15541935,175588313.93906492,-31362021.32669294,52.729581041049514,162.75018277057058,2.0082829347012225,2.0919505104232896,0.46879039326404026,1.0719395047079898,0.5124115027420468,1.0200110057152998,4,100.0,11628979.186904518,1.7751265036750814,4.0925310606863095,120.1670495403004,100.0,2.708421498095641,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  ATM/H@10Δ,eko_basket,2363,10000000.0,212667462.16677713,4726000.0,358750460.96228105,146082998.79550397,-21449173.74465333,48.836225137537035,168.69080831977175,2.3412321967499397,2.4835048459926177,0.7154078086879907,1.2240558001325674,0.492874335279717,1.2594490458600502,4,100.0,12401461.67600345,2.1593689578925104,4.789747918522137,74.73151960459887,100.0,9.564113415150233,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  ATM/H@15Δ,eko_basket,2363,10000000.0,158908298.84165603,4726000.0,260911717.55552632,102003418.71387035,-14144280.772135355,42.615319509098605,164.19011433475322,2.2878238142020426,2.4139742371977766,1.1213592534268415,0.8374428357522667,0.3469145705235027,1.5765314014455099,4,100.0,13526550.337684212,2.2865020992706255,4.981557740110285,45.600067524226176,100.0,18.070249682606857,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  ATM/H@25Δ,eko_basket,2363,10000000.0,79758728.45326889,4726000.0,104567682.10862483,24808953.655355938,-7766172.145955407,26.618705035971225,131.10500146688227,1.210895885456755,1.3719569785910284,-0.4223159710644168,1.1081842703607543,0.8077398108349118,0.2637727082302741,4,75.0,-2020536.077893243,1.0128361189041517,2.3872598422206206,27.463375641227042,100.0,37.28311468472281,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  45Δ/H@20Δ,eko_basket,2363,10000000.0,85443071.66961363,4726000.0,136238291.18934387,50795219.519730225,-7306257.195841327,31.823952602623784,159.44919643823465,2.1167154686007428,2.4159799592027333,1.1680790481916883,1.0589032375240564,0.4382913995170272,1.357076721678677,4,100.0,6702249.501874994,2.2042742677750695,4.476974188958166,23.330892554446123,100.0,27.04189589504867,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  45Δ/H@5Δ,eko_basket,2363,10000000.0,234266881.23866093,4726000.0,385562828.0554898,151295946.81682885,-27968496.04041992,49.682606855691915,164.58272975542587,1.932832921404576,2.0070786066412514,0.3492172679535206,1.0802113580828712,0.538200823081141,0.9268672485583802,4,100.0,7640585.848686903,1.7151255851785125,3.961979991751854,110.43251535279094,100.0,2.708421498095641,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  45Δ/H@10Δ,eko_basket,2363,10000000.0,172335296.1339641,4726000.0,296495200.3386682,124159904.2047041,-18591060.528331146,45.704612780363945,172.0455455092548,2.28645560748997,2.4251835010864005,0.5789791398109385,1.2656643106997092,0.5218839358476314,1.1595191903866913,4,100.0,8356902.647487347,2.1174587055292684,4.773465101380005,66.8980795400164,100.0,9.564113415150233,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  45Δ/H@15Δ,eko_basket,2363,10000000.0,123862448.88798687,4726000.0,208229985.68859178,84367536.8006049,-11862192.634639978,39.44138806601777,168.1138937248862,2.2569611785857133,2.3700382145288046,1.0209108227677552,0.8657637696187402,0.36529527849442955,1.5042744449100645,4,100.0,10967255.05653005,2.2550082894855623,5.013623296333904,38.71577616573217,100.0,18.070249682606857,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  45Δ/H@25Δ,eko_basket,2363,10000000.0,55421446.7129739,4726000.0,73128115.14545387,17706668.432479978,-5734770.617585791,23.148539991536182,131.9491270666071,1.1939862654289999,1.3323430310917872,-0.36794339115285596,1.0706196281408726,0.8035615477070904,0.26172340295091456,4,75.0,-1292216.9834468514,0.9789455781241211,2.3515483591182695,20.0970508426739,100.0,37.28311468472281,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  40Δ/H@20Δ,eko_basket,2363,10000000.0,58046450.95544079,4726000.0,94305419.53543061,36258968.57998981,-5246311.821358971,27.67668218366483,162.46543584176047,2.0732782288418234,2.3309445084804605,1.0031865547766772,1.0928093968198112,0.468826860890057,1.2381351116606494,4,100.0,4464872.876660818,2.1912861393016563,4.395822552733537,17.029617174695105,100.0,27.04189589504867,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  40Δ/H@5Δ,eko_basket,2363,10000000.0,189107823.15623942,4726000.0,313184227.5170916,124076404.36085215,-26391846.167919546,45.23910283537876,165.61146032459018,1.827184449636068,1.8884241236531525,0.19752361543949679,1.0924253380345423,0.5784851635559748,0.7959987856186101,4,100.0,3710651.703320107,1.490586466596211,3.7116933481050904,99.62011457036618,100.0,2.708421498095641,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  40Δ/H@10Δ,eko_basket,2363,10000000.0,133031174.25504261,4726000.0,232640637.01517048,99609462.76012784,-15399782.913637653,41.388066017774015,174.876782316572,2.2006595304944376,2.332325938248342,0.3816952847213698,1.327358125293097,0.5691134774627551,1.004967812955245,4,100.0,4359286.632123807,2.050802057678992,4.6640440949366,58.110237533688576,100.0,9.564113415150233,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  40Δ/H@15Δ,eko_basket,2363,10000000.0,90485202.30067918,4726000.0,155130650.5668678,64645448.26618862,-9324845.133413516,35.25179856115108,171.44311624720032,2.189877124676764,2.279984505376226,0.8667465163773563,0.9045190098488621,0.3967215600439377,1.3754654955273637,4,100.0,7747825.555053148,2.1980322946502673,4.910651820749138,30.930822114799017,100.0,18.070249682606857,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  40Δ/H@25Δ,eko_basket,2363,10000000.0,34050358.66564385,4726000.0,43887290.936624885,9836932.270981036,-4049659.131876414,18.662716885315277,128.88936462483233,1.0507509259561802,1.1193025208186569,-0.47387402453275823,1.0525039977713588,0.9403212966960517,0.06679852304729805,4,75.0,-1053082.473563152,0.7701564508468994,2.093961883940751,14.90264985677418,100.0,37.28311468472281,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  35Δ/H@20Δ,eko_basket,2363,10000000.0,36002211.01945647,4726000.0,58054426.55476311,22052215.535306644,-3540680.442878017,22.72534913245874,161.2523923138751,1.9168764593069867,2.1093945547614865,0.7609273708295033,1.0087542373858638,0.47821979776558476,1.1006403173756227,4,100.0,2519012.7821017723,1.9747096202758947,4.102812954373081,11.24461650491724,100.0,27.04189589504867,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  35Δ/H@5Δ,eko_basket,2363,10000000.0,148623621.94089368,4726000.0,245324790.79478714,96701168.85389346,-24096515.051808253,41.599661447312734,165.06446794329278,1.69076511201271,1.7386536713325615,0.04356582668541935,1.0805126410433883,0.6214651364208996,0.6581410302891733,4,100.0,689966.9777757565,1.2723753053873896,3.408677207130747,88.01199827493453,100.0,2.708421498095641,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  35Δ/H@10Δ,eko_basket,2363,10000000.0,98625229.3402939,4726000.0,173630468.92232347,75005239.58202957,-13041371.673398644,36.9868810833686,176.0507631604419,2.0761202148998024,2.1937870792890677,0.14574964779597502,1.3652005250093369,0.6223031113173263,0.8285865542797308,4,100.0,1267484.6271747665,1.8235012940544668,4.376986576180653,49.56831996250399,100.0,9.564113415150233,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  35Δ/H@15Δ,eko_basket,2363,10000000.0,62232205.98816282,4726000.0,107287021.70004271,45054815.711879894,-6918892.810436226,29.792636479052053,172.39790876198373,2.0606827511951957,2.1204901600299637,0.6722661526240081,0.9017198032300507,0.42524121084217104,1.2187703567999129,4,100.0,4208154.196886172,2.0646306045676073,4.673271718541182,23.605494646296798,100.0,18.070249682606857,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  35Δ/H@25Δ,eko_basket,2363,10000000.0,18261500.66604341,4726000.0,20812121.450203072,2550620.784159666,-3181291.5413836064,13.415150232754971,113.96720253611167,0.5332183306838021,0.5001192154720395,-1.0685756518620693,1.0840393332473235,2.167561852675764,-0.583920117775284,4,75.0,-1231206.142492459,0.254202705842752,1.4485649269344005,14.242831955647713,100.0,37.28311468472281,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  30Δ/H@20Δ,eko_basket,2363,10000000.0,19398257.477500938,4726000.0,28862955.118942373,9464697.64144143,-2131982.993939149,16.927634363097756,148.79148373207784,1.4762694445817426,1.5714124948862396,0.1949496096304222,0.8706238561772665,0.5540390311331298,0.7007886387089731,4,100.0,363127.4706687704,1.4075400268999292,3.095115836188339,7.660655613918042,100.0,27.04189589504867,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  30Δ/H@5Δ,eko_basket,2363,10000000.0,112493569.13779451,4726000.0,182661454.55841058,70167885.42061606,-21216650.785468236,36.01354210749047,162.3750192641383,1.5155451632619243,1.54750721942256,-0.12288699692752426,1.0493340006063974,0.6780801972594014,0.4981732188161627,4,75.0,-1589085.0952543276,1.0485745341425452,3.0523837660206135,76.99573571264608,100.0,2.708421498095641,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  30Δ/H@10Δ,eko_basket,2363,10000000.0,68931440.81386453,4726000.0,120337763.05332673,51406322.23946221,-11227122.956559926,31.61235717308506,174.5760158681067,1.893588580606975,1.9835401117485978,-0.174889639629815,1.3927284898761794,0.7021428412901688,0.5908116218724184,4,75.0,-1087824.8575421777,1.4517298302379955,3.9624028581842907,41.2105929552288,100.0,9.564113415150233,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  30Δ/H@15Δ,eko_basket,2363,10000000.0,39053783.6578217,4726000.0,65819799.509956926,26766015.85213523,-4824125.857910536,24.714346170122724,168.5362936576173,1.8161576052691772,1.8349964356294373,0.3516845378094568,0.8950984448101231,0.48779301552326343,0.9398979908193141,4,100.0,1378329.1639715885,1.7591498946631507,3.935744569069291,17.916772924184837,100.0,18.070249682606857,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  30Δ/H@25Δ,eko_basket,2363,10000000.0,8281394.24085927,4726000.0,5572226.684405303,-2709167.5564539675,-3152534.127948223,7.236563690224291,67.28609364969846,-1.7292441758910302,-2.102831845817,-3.448650370714154,1.311261642984939,-0.6235694240570543,-3.414093488801939,4,0.0,-1430330.584819002,-0.27246694032763374,0.31957859476105926,18.450169815972984,100.0,37.28311468472281,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  25Δ/H@20Δ,eko_basket,2363,10000000.0,8656942.166825917,4726000.0,8155623.8174894275,-501318.3493364888,-1998821.86643804,9.52179432924249,94.20905973869641,-0.23446001964049584,-0.32595390265689894,-2.9123951201128304,1.5027030054408943,-4.610170313017079,-1.8286569080977932,4,75.0,-1359223.373286889,-0.0795201617374132,0.8476969425523218,9.755362707701591,100.0,27.04189589504867,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  25Δ/H@5Δ,eko_basket,2363,10000000.0,80569296.51678865,4726000.0,125640066.48168436,45070769.96489571,-17365085.536339644,29.454083791790097,155.94037916851374,1.2872624890932984,1.3027253206218525,-0.306003059895216,1.0031225261090566,0.7700184453544042,0.2996027945127959,4,75.0,-3057476.5126716495,0.8229165487550686,2.633565791173119,63.9611338236786,100.0,2.708421498095641,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  25Δ/H@10Δ,eko_basket,2363,10000000.0,43989561.31541301,4726000.0,73482308.11947817,29492746.80406516,-8655270.1805729,24.75666525603047,167.04487592544262,1.6229885650240987,1.6605475684564126,-0.6644205314751527,1.4447206488670803,0.8700266564540771,0.2158269195893323,4,75.0,-2640052.495714408,1.0803695587107203,3.3217004743001044,32.66137119896192,100.0,9.564113415150233,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  10W  25Δ/H@15Δ,eko_basket,2363,10000000.0,21180122.996601317,4726000.0,31794713.64168202,10614590.645080704,-3643131.1019132016,17.7316969953449,150.11581210734224,1.3274298592547666,1.2985621016949853,-0.351200000997323,0.9990585930966427,0.7693575777335507,0.2995035085983426,4,75.0,-688980.9886788987,0.9237749803492538,2.6529030559087934,13.387653162020074,100.0,18.070249682606857,,,,,3,"USDJPY,USDKRW,USDTHB",stack
