strategy_name,strategy_type,n_trades,notional_usd,total_premium_paid_usd,total_tx_cost_usd,total_payout_usd,total_pnl_usd,max_drawdown_usd,win_rate_pct,premium_recovery_pct,sharpe_monthly,annual_sharpe_mean,annual_sharpe_min,annual_sharpe_std,annual_sharpe_cv,annual_sharpe_score,n_years,pct_positive_years,min_annual_pnl_usd,calmar,gain_to_pain,ulcer_index,feasibility_pct,ko_rate_pct,leg_a_ko_rate_pct,leg_b_ko_rate_pct,both_survive_rate_pct,structure_vs_min_leg_pct,basket_n_pairs,basket_pairs,trade_mode
BASKET  Call-UO  1M  40Δ/H@20Δ,eko_basket,2444,10000000.0,41556882.327666976,4888000.0,45005671.234891325,3448788.9072243506,-4780061.232863048,20.41734860883797,108.29895967659797,0.4279325733236235,-0.8000943054307219,-4.720572842828362,2.373163202445698,-2.966104353371359,-3.1732575078764196,4,50.0,-750355.1739945314,0.22145037303816006,1.3882794760211827,24.28186748861303,100.0,24.345335515548282,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  40Δ/H@5Δ,eko_basket,2444,10000000.0,132123168.88837534,4888000.0,170948547.780321,38825378.89194567,-18188724.216194972,34.779050736497545,129.38574605695948,1.0193157280095333,0.7177500225032412,-0.9350865612542317,1.3381858501133719,1.8644177055491893,-0.6204358276101307,4,50.0,-3035939.0267230873,0.6551741105465458,2.0568101393833835,70.29508371672966,100.0,4.582651391162029,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  40Δ/H@10Δ,eko_basket,2444,10000000.0,93305819.56101578,4888000.0,113986516.30903335,20680696.748017564,-10615609.800959982,30.237315875613746,122.16442323245849,0.8460794091028456,0.26489780575868843,-1.968177992098173,1.5299369049999059,5.775574095897263,-1.2650390992412175,4,50.0,-2647229.2632338074,0.597948089814524,1.8369550518435085,44.77784251809583,100.0,11.702127659574469,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  40Δ/H@15Δ,eko_basket,2444,10000000.0,63921843.51966784,4888000.0,73559996.09740612,9638152.577738289,-6890794.477536233,25.040916530278235,115.07802661350462,0.6652752452850533,0.009218129697777244,-2.013007148597279,1.6202646257151772,175.76934571726295,-1.6110464960174,4,50.0,-3146481.7077305485,0.42930679589691256,1.6179138910632735,34.874992074947095,100.0,18.289689034369886,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  40Δ/H@25Δ,eko_basket,2444,10000000.0,25036846.053863853,4888000.0,23130931.652265407,-1905914.4015984484,-3105788.3518539034,14.852700490998364,92.38756192573899,-0.4273893500525704,-1.57386223645047,-5.4264569340795665,2.23727069456363,-1.4215162183504348,-3.8111329310141,4,25.0,-948297.8546916401,-0.18835397854533983,0.7402837720173231,16.08097035399919,100.0,30.687397708674304,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  35Δ/H@20Δ,eko_basket,2444,10000000.0,26390980.89621993,4888000.0,27079230.813004833,688249.9167848974,-3837066.5202234834,15.99836333878887,102.60789820390298,0.13228388549419787,-1.4582090646533419,-6.50834813144178,3.059806564341322,-2.0983318774449713,-4.5180156289946645,4,25.0,-1160724.4278134073,0.05505415515670845,1.1027722163699707,20.14817825069432,100.0,24.345335515548282,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  35Δ/H@5Δ,eko_basket,2444,10000000.0,104164118.9829617,4888000.0,135393680.4469587,31229561.463997,-15942347.100785647,31.09656301145663,129.98111227639268,0.9630832272661839,0.6629212112617792,-0.9551388296729418,1.31456459325867,1.9829876777612494,-0.6516433819968909,4,50.0,-2925515.084444879,0.6012524907739457,1.9799773723644745,60.46653893993083,100.0,4.582651391162029,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  35Δ/H@10Δ,eko_basket,2444,10000000.0,69579341.40310615,4888000.0,84741350.53850758,15162009.135401435,-9171929.469041852,26.30932896890344,121.79096385457389,0.7706936321774756,0.18157491679638516,-2.0980519604120946,1.557076235533131,8.575392807582604,-1.3755013187367457,4,50.0,-2354344.7325472934,0.5073869708161425,1.7400387664683186,37.38304701311898,100.0,11.702127659574469,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  35Δ/H@15Δ,eko_basket,2444,10000000.0,44462713.0332426,4888000.0,50162570.16927363,5699857.136031032,-5778342.694745368,21.07201309328969,112.81940922446528,0.5352227592817125,-0.19668863496239136,-2.3610205711196115,1.7810143091226742,-9.054993489904591,-1.9777029440850655,4,50.0,-3077670.7105779853,0.3027637939645623,1.464891499424871,28.7208504481039,100.0,18.289689034369886,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  35Δ/H@25Δ,eko_basket,2444,10000000.0,14185729.606546111,4888000.0,10989247.157456093,-3196482.44909002,-3154072.286024605,10.556464811783961,77.46691543017302,-1.354718943961123,-2.641096151759184,-7.149309870884418,2.611984956188536,-0.9889776085769322,-5.25308110794772,4,0.0,-1012355.6441463244,-0.31105984052471175,0.4132104587591859,16.598633243983564,100.0,30.687397708674304,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  30Δ/H@20Δ,eko_basket,2444,10000000.0,14972037.334964994,4888000.0,12923409.78721855,-2048627.547746445,-3709019.357975504,11.170212765957446,86.31697542616877,-0.7503629339668855,-2.8129461743086965,-9.018720205239598,3.8095272433557015,-1.3542837321769665,-6.6224734176643985,4,25.0,-1572067.6969586387,-0.16953023794435498,0.5818328367411091,18.00224222734113,100.0,24.345335515548282,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  30Δ/H@5Δ,eko_basket,2444,10000000.0,79217183.87189095,4888000.0,102595991.62520939,23378807.75331845,-13531656.887147497,27.291325695581016,129.5122934326047,0.8773994991400181,0.5857154927590476,-0.9493443654207661,1.262621436147791,2.155690692421568,-0.6769059433887434,4,50.0,-2913743.9211696507,0.5302914754311796,1.8684291160582862,50.79413783469472,100.0,4.582651391162029,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  30Δ/H@10Δ,eko_basket,2444,10000000.0,49108094.470184684,4888000.0,58615930.05983248,9507835.589647805,-7587494.96948425,21.890343698854338,119.36103547129152,0.6336321972662053,0.04176090250456166,-2.2443330017739,1.5534823063481127,37.199442856351624,-1.5117214038435511,4,50.0,-2195495.5515454994,0.3846152591249399,1.5835624500457302,30.121512483490335,100.0,11.702127659574469,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  30Δ/H@15Δ,eko_basket,2444,10000000.0,28503932.13098603,4888000.0,30221044.05143825,1717111.9204522138,-5059996.026043279,16.53027823240589,106.02412296156704,0.2432123308600478,-0.5784192498684781,-2.8191472831563194,1.9538755035641922,-3.377957258525658,-2.5322947534326703,4,50.0,-2982136.791030638,0.1041577741900839,1.1850818120643143,23.80179410012526,100.0,18.289689034369886,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  30Δ/H@25Δ,eko_basket,2444,10000000.0,7329420.253223475,4888000.0,2951321.205935498,-4378099.047287977,-4351199.1630473165,5.114566284779051,40.26677559712187,-5.448203547367773,-5.952015934580828,-8.120438540682107,1.5072987937396074,-0.2532417268882462,-7.459314728320436,4,0.0,-1305593.6602953677,-0.30883028589983785,0.02953015394650235,24.206127865195032,100.0,30.687397708674304,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  25Δ/H@20Δ,eko_basket,2444,10000000.0,7588557.203375128,4888000.0,3344438.6701334873,-4244118.533241641,-4236845.902814981,5.60556464811784,44.072128344054605,-4.863564668864655,-6.20081181441367,-7.8660020480846695,2.4949656072356086,-0.40236112333486856,-8.695777421649279,4,0.0,-1655951.8155710148,-0.30745962933103116,0.047648519448032015,22.029171413797986,100.0,24.345335515548282,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  25Δ/H@5Δ,eko_basket,2444,10000000.0,57180755.240607545,4888000.0,72823906.98304275,15643151.742435206,-10743538.957180804,22.545008183306056,127.35737168320233,0.7605011589841738,0.48408416350036915,-0.9174659533440701,1.167500619616332,2.4117719761254732,-0.6834164561159628,4,50.0,-2538309.144486759,0.44691008834339097,1.7282644547563595,40.47629899369943,100.0,4.582651391162029,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  25Δ/H@10Δ,eko_basket,2444,10000000.0,31919537.40241105,4888000.0,36071127.81025524,4151590.407844186,-5676478.055802356,16.775777414075286,113.00642410792143,0.40099322427151596,-0.1832248557425391,-2.3905863526823286,1.4742557088297286,-8.046155653146203,-1.6574805645722677,4,50.0,-1868793.4458430703,0.2244805923966948,1.337332574478668,22.36819682689955,100.0,11.702127659574469,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  1M  25Δ/H@15Δ,eko_basket,2444,10000000.0,16203087.907978915,4888000.0,14374685.630735887,-1828402.2772430258,-4150951.323571044,11.333878887070377,88.71571710511634,-0.48366016534805334,-1.31449253993124,-3.3874684539297624,2.010618741367327,-1.5295779019578923,-3.3251112812985673,4,25.0,-2516798.0497537646,-0.1351971000302318,0.7183880607465308,18.930453084527098,100.0,18.289689034369886,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  ATM/H@20Δ,eko_basket,2421,10000000.0,93742123.76772454,4842000.0,117775383.0912992,24033259.32357466,-6606998.362332679,30.978934324659228,125.63763050976378,1.177375811436862,1.1122956514354159,0.38483466233663044,0.5346746326477081,0.4806947073448604,0.5776210187877078,4,100.0,1200758.3855346327,1.1259437401732015,2.458335596823261,21.70925380023203,100.0,25.072284180090872,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  ATM/H@5Δ,eko_basket,2421,10000000.0,225781155.3671161,4842000.0,314670632.2236369,88889476.85652082,-24518933.35740266,45.43577034283354,139.36975019548825,1.419442345653545,1.3262685462943486,0.24106071789017883,0.8217338477879004,0.6195833039122131,0.5045346985064483,4,100.0,4467689.206230521,1.122165711233582,2.666604929449195,93.23562545734616,100.0,3.882693102023957,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  ATM/H@10Δ,eko_basket,2421,10000000.0,171906277.84390688,4842000.0,232925905.14740953,61019627.303502664,-16515189.409770913,40.85088806278397,135.49586906820775,1.4484567343905932,1.3186252199103052,0.45788502350155347,0.8150436636324442,0.6181010732434532,0.503581556277861,4,100.0,2724444.854414935,1.1436528303576146,2.682291710444024,56.716572674064814,100.0,11.11111111111111,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  ATM/H@15Δ,eko_basket,2421,10000000.0,128809309.66479746,4842000.0,167509984.13487238,38700674.47007492,-11332372.007756934,35.852953325072285,130.0449358596722,1.390633817353035,1.2996063644983746,0.42315182742203017,0.781344808263184,0.6012165141748667,0.5182615562351907,4,100.0,2291639.8907218813,1.0570753084666373,2.5769067063818176,35.205684195399485,100.0,18.38083436596448,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  ATM/H@25Δ,eko_basket,2421,10000000.0,65368341.093073376,4842000.0,79130998.1740372,13762657.080963822,-5194152.866906324,25.609252375051632,121.05401001590073,1.0204662271272755,0.6824093887909345,-0.6416202967352209,0.8252827629768166,1.2093660734050264,-0.14287337418588208,4,75.0,-372946.7438213064,0.8201547021168277,2.1198864587708917,18.92935199736276,100.0,31.681123502684844,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  45Δ/H@20Δ,eko_basket,2421,10000000.0,69069019.77247557,4842000.0,86992711.75014496,17923691.97766938,-5086787.052603643,27.302767451466337,125.9504073413998,1.1225280300842437,1.0196594681803113,0.18583110337129152,0.6711047180125056,0.6581655336464065,0.3485547501678057,4,100.0,741934.224645015,1.0906668969026057,2.425479363863225,16.53619173442825,100.0,25.072284180090872,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  45Δ/H@5Δ,eko_basket,2421,10000000.0,187905922.62409073,4842000.0,264291705.0508871,76385782.4267964,-23075576.98380824,41.924824452705494,140.65107760312995,1.3655582238251738,1.2723576803207386,0.1688892589177311,0.8274289656348974,0.650311605323369,0.44492871468584116,4,100.0,2775876.865167156,1.0246326246247717,2.590492267029975,84.77842569423748,100.0,3.882693102023957,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  45Δ/H@10Δ,eko_basket,2421,10000000.0,138393543.1645901,4842000.0,189195010.0545165,50801466.88992639,-14192667.946283571,37.95952085914911,136.7079747568199,1.391680033895413,1.257914902493976,0.3691407818972006,0.8382601543868139,0.6663886028576788,0.4196547481071621,4,100.0,2077704.939578556,1.1079506788695923,2.6181471241087446,50.0763684312437,100.0,11.11111111111111,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  45Δ/H@15Δ,eko_basket,2421,10000000.0,99700831.25352278,4842000.0,130462020.17462131,30761188.921098523,-9387595.840427537,32.71375464684015,130.85349292913907,1.3399424042436663,1.2430286580654126,0.28867387599488914,0.8573548864223873,0.6897305873516476,0.3856737716430253,4,100.0,1694740.746262306,1.0142778710436227,2.4888505634020337,30.142531916925048,100.0,18.38083436596448,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  45Δ/H@25Δ,eko_basket,2421,10000000.0,45156555.44000982,4842000.0,54413476.564148694,9256921.12413887,-3833152.9482769826,22.139611730689797,120.49961746182483,0.9578035371341613,0.34679324472988726,-1.8584613132828545,1.3333273242483354,3.84473268874325,-0.9865340795184482,4,75.0,-576096.9554515126,0.7475127970422815,2.0373625525117802,13.865551716914606,100.0,31.681123502684844,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  40Δ/H@20Δ,eko_basket,2421,10000000.0,47263941.04324725,4842000.0,58590990.76662547,11327049.723378219,-3943677.4612420676,23.58529533250723,123.96552101529954,0.9731843497429415,0.857873992515207,-0.11325927809390375,0.7906532452350415,0.92164263298963,0.06722074728016547,4,75.0,-317123.06688709045,0.8890447790495911,2.1918685987458857,13.140289086286895,100.0,25.072284180090872,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  40Δ/H@5Δ,eko_basket,2421,10000000.0,151875112.18078366,4842000.0,214764129.87688065,62889017.69609699,-21037054.950719677,38.62040479140851,141.4083761276419,1.2916762449557573,1.20385750307816,0.09609179382540987,0.8175427034395186,0.6791025527100445,0.38631479963864135,4,100.0,1374490.8388498328,0.9253330779261179,2.4673534130166264,75.46718488363999,100.0,3.882693102023957,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  40Δ/H@10Δ,eko_basket,2421,10000000.0,107063469.3764543,4842000.0,146833774.67366236,39770305.29720808,-11792444.707286216,33.539859562164395,137.14647538402528,1.3033308755617823,1.171355567952331,0.27623112759479945,0.8300661124169835,0.7086371850931974,0.3412894555353476,4,100.0,1516632.8033448122,1.0439105665530086,2.5093208593494976,42.95379091082497,100.0,11.11111111111111,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  40Δ/H@15Δ,eko_basket,2421,10000000.0,73116489.68061687,4842000.0,95305588.49002191,22189098.80940505,-7556732.249026297,28.78975629904998,130.34759861466293,1.2329512567102907,1.1399305255736407,0.12300693757217065,0.8964202467597154,0.7863814738258851,0.24351027881392528,4,100.0,602617.7234536274,0.9088952774841051,2.3237318304509027,25.281086896579204,100.0,18.38083436596448,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  40Δ/H@25Δ,eko_basket,2421,10000000.0,28158694.82888142,4842000.0,32552977.0158414,4394282.186959978,-2892390.076232201,18.05039239983478,115.60541855247108,0.7008239517025333,-0.275389520230203,-3.6707639649912474,2.016451251342173,-7.322178598722948,-2.291840771572376,4,75.0,-665376.9061880931,0.4702613616190264,1.697056617405586,11.076073695202814,100.0,31.681123502684844,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  35Δ/H@20Δ,eko_basket,2421,10000000.0,29721278.870825928,4842000.0,34566913.28199053,4845634.411164598,-3030568.0208463776,18.42213961173069,116.30358650522612,0.6402401913633771,0.5374129110246102,-0.647718583213841,0.8651570995327251,1.6098554422208629,-0.32774418850811493,4,75.0,-1104496.1813579756,0.494919796794448,1.6708240729343478,11.971913303420617,100.0,25.072284180090872,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  35Δ/H@5Δ,eko_basket,2421,10000000.0,119575734.71621785,4842000.0,168824200.4701121,49248465.753894225,-18675396.084787853,34.24204874019001,141.18600305553025,1.1980677132675857,1.1232184952262165,0.020011456073256332,0.7925315701582559,0.7055898505291616,0.3306869250679606,4,100.0,243318.48826348616,0.8162648610577251,2.3234787485605715,65.81945257718162,100.0,3.882693102023957,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  35Δ/H@10Δ,eko_basket,2421,10000000.0,79640281.18228656,4842000.0,108327973.89010048,28687692.70781391,-9977389.85676083,29.657166460140438,136.02158641573777,1.1769829141222172,1.056515722393769,0.17539472538354034,0.7885878599584384,0.7464042827225694,0.2679278624353305,4,100.0,1078703.4702466512,0.8899936240549854,2.3258123555219536,35.87442307782421,100.0,11.11111111111111,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  35Δ/H@15Δ,eko_basket,2421,10000000.0,50616171.3296662,4842000.0,64273905.76406306,13657734.434396863,-5839365.444979395,24.080958281701776,126.982946508228,1.042242816932473,0.9673073397792581,-0.0947760018996224,0.8877131570079548,0.9177157253976106,0.07959418277130326,4,75.0,-340405.09682413505,0.7239710926345975,2.0563020246884087,20.845293358943227,100.0,18.38083436596448,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  35Δ/H@25Δ,eko_basket,2421,10000000.0,15602691.045893265,4842000.0,15314364.197491312,-288326.8484019507,-2208287.023657239,12.391573729863694,98.1520697451877,-0.0857268693394111,-1.3033936945279818,-5.459714346489365,2.450083663489701,-1.8797725305683546,-3.7534773580176832,4,50.0,-719774.6759383433,-0.0404145531879589,0.9361587503618181,10.917415577809109,100.0,31.681123502684844,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  30Δ/H@20Δ,eko_basket,2421,10000000.0,16510860.546170894,4842000.0,16074540.478535093,-436320.06763579976,-2434524.085267868,12.680710450227178,97.35737536868126,-0.11198444497365365,-0.24466054031362144,-2.015966589169888,1.075819921934229,-4.397194253536654,-1.3204804622478505,4,50.0,-1626003.3333033319,-0.055475257879482966,0.9168944162612601,12.75286090173656,100.0,25.072284180090872,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  30Δ/H@5Δ,eko_basket,2421,10000000.0,90753414.85774577,4842000.0,127144266.38424796,36390851.52650221,-15926903.233586036,29.16150351094589,140.09860299311515,1.0884447415899796,1.026889357531279,-0.06463870018724069,0.7625861022651924,0.7426175923163797,0.26430325526608656,4,75.0,-640742.7117735327,0.7072437102453326,2.1766644062245093,55.624464429388574,100.0,3.882693102023957,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  30Δ/H@10Δ,eko_basket,2421,10000000.0,55976731.6031922,4842000.0,74513331.2724177,18536599.669225495,-8301270.769312583,23.99834779016935,133.1148302845327,1.0108816798676379,0.9046570373879648,0.05666748057445485,0.7301799026341186,0.8071344967838666,0.17447713475384619,4,100.0,323775.90366276854,0.6911840507777146,2.0891179038232583,28.71426447732371,100.0,11.11111111111111,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  30Δ/H@15Δ,eko_basket,2421,10000000.0,32160783.944288842,4842000.0,38366963.17833884,6206179.234049998,-4183848.939944124,18.62866584056175,119.29735060190316,0.7280399992761336,0.6797087491229166,-0.42835252539049967,0.8557068828095172,1.2589316878938301,-0.17599813368660067,4,75.0,-1026423.0145331142,0.4591520581814354,1.6522888540624896,16.784938145913706,100.0,18.38083436596448,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  30Δ/H@25Δ,eko_basket,2421,10000000.0,7667928.585697868,4842000.0,4000798.910849358,-3667129.67484851,-3659827.2445999216,6.691449814126393,52.17574558938385,-3.542072504438078,-4.3137687309030674,-7.347548007012848,1.892142061890835,-0.43862853572465943,-6.205910792793903,4,0.0,-1341522.3899168056,-0.3101515093426776,0.10684709715862836,19.863088420539377,100.0,31.681123502684844,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  25Δ/H@20Δ,eko_basket,2421,10000000.0,7967453.7250859495,4842000.0,4293604.298734424,-3673849.4263515268,-3666197.1229716856,6.113176373399422,53.88929069290711,-2.936908974341872,-3.937571778048701,-8.723146400645495,2.812588223697099,-0.7142950991717292,-6.7501600017458,4,0.0,-1665638.671339198,-0.31017997575720424,0.16013999154344805,19.73051748610531,100.0,25.072284180090872,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  25Δ/H@5Δ,eko_basket,2421,10000000.0,65290681.12478076,4842000.0,90232008.97373271,24941327.848951958,-12595562.252972169,24.576621230896322,138.2004405824549,0.9731971981074792,0.9132752734731531,-0.14184285707569744,0.7365418312653328,0.8064839294994713,0.17673344220782028,4,75.0,-1071930.1764287283,0.612929084302653,2.0225361068351546,44.22566661033217,100.0,3.882693102023957,,,,,3,"USDJPY,USDKRW,USDTHB",stack
BASKET  Call-UO  6W  25Δ/H@10Δ,eko_basket,2421,10000000.0,36104785.12293027,4842000.0,46125442.89672351,10020657.773793243,-6132038.727865346,18.546055349029327,127.75437588030147,0.802186716137984,0.6791178536963629,-0.053881848055796225,0.684830069634883,1.008411229225427,-0.0057122159385201154,4,75.0,-213414.62960956013,0.5058241478822386,1.8088250690763557,20.71208632034402,100.0,11.11111111111111,,,,,3,"USDJPY,USDKRW,USDTHB",stack
