strategy_name,strategy_type,period_type,period_end,pnl_usd,equity_usd,drawdown_usd
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2023-03-31,1615104.2535318898,5778735.826212358,-2183531.0022925306
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2023-04-30,-75641.8266839449,5703093.999528413,-2259172.8289764756
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2023-05-31,4236001.8365096,9939095.836038012,0.0
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2023-06-30,7420505.764484816,17359601.600522827,0.0
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2023-07-31,-605834.043346989,16753767.557175837,-2369048.262510076
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2023-08-31,5340937.200097755,22094704.757273592,0.0
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2023-09-30,6171457.8520807335,28266162.60935433,0.0
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2023-10-31,4116598.882125998,32382761.491480317,-195045.86907972395
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2023-11-30,-2741955.391745258,29640806.099735055,-2937001.260824986
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2023-12-31,-3742646.2286594226,25898159.87107563,-6679647.489484411
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2024-01-31,6025564.641235387,31923724.51231102,-654082.8482490219
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2024-02-29,7898879.2355053015,39822603.747816324,0.0
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2024-03-31,-509974.24754955724,39312629.50026677,-936941.6754095033
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2024-04-30,6269966.087729655,45582595.58799643,0.0
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2024-05-31,1184236.7943398573,46766832.38233628,-1128553.077790752
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2024-06-30,3078311.1362492326,49845143.51858552,0.0
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2024-07-31,44169.64069092265,49889313.15927645,-1782845.4867442846
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2024-08-31,-4614054.41341934,45275258.745857105,-6396899.900163628
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2024-09-30,-4563689.766724702,40711568.97913242,-10960589.666888312
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2024-10-31,5634398.455439332,46345967.43457176,-5326191.211448975
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2024-11-30,10695805.18454682,57041772.61911858,-99038.05373623222
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2024-12-31,1472831.096330711,58514603.71544929,0.0
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2025-01-31,3608816.756921825,62123420.4723711,-1984555.2800639644
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2025-02-28,-4865153.906921233,57258266.56544986,-6849709.186985202
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2025-03-31,-1906355.2418145621,55351911.3236353,-8756064.428799763
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2025-04-30,-2634874.176822757,52717037.14681256,-11390938.605622508
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2025-05-31,-3053273.2462398685,49663763.900572695,-14444211.851862371
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2025-06-30,-4333037.510083725,45330726.39048897,-18777249.3619461
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2025-07-31,1506525.4590123883,46837251.84950136,-17270723.90293371
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2025-08-31,-822210.6468256207,46015041.20267573,-18092934.549759336
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2025-09-30,-2343502.238559992,43671538.96411574,-20436436.788319327
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2025-10-31,8994249.160868082,52665788.124983825,-11442187.627451241
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2025-11-30,4689778.362589913,57355566.487573735,-6752409.26486133
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2025-12-31,97857.9057913255,57453424.393365055,-6654551.3590700105
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2026-01-31,-1498435.7297417647,55954988.66362328,-8152987.088811785
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2026-02-28,-2329259.7064267206,53625728.95719655,-10482246.795238517
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2026-03-31,4240767.551932294,57866496.509128846,-6241479.24330622
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2026-04-30,-2290119.2462979103,55576377.262830935,-8531598.48960413
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,monthly,2026-05-31,-1084141.8237919435,54492235.43903899,-9615740.313396074
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,annual,2023-12-31,25898159.871075645,25898159.87107563,-6679647.489484411
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,annual,2024-12-31,32616443.84437362,58514603.71544929,0.0
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,annual,2025-12-31,-1061179.322084224,57453424.393365055,-6654551.3590700105
BASKET  Call-UO  1M  ATM/H@5Δ,eko_basket,annual,2026-12-31,-2961188.9543260457,54492235.43903899,-9615740.313396074
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2023-02-28,1419229.0891546241,1419229.0891546244,-420653.5617140876
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2023-03-31,-555484.4984850121,863744.5906696126,-1597376.9768398076
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2023-04-30,1341489.0809481083,2205233.671617721,-255887.895891699
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2023-05-31,3692435.9208742757,5897669.5924919965,-201052.7474792851
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2023-06-30,4363954.718398177,10261624.310890174,0.0
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2023-07-31,-1618678.0486186172,8642946.262271557,-1727590.2273003925
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2023-08-31,1770049.3264497728,10412995.58872133,0.0
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2023-09-30,4594901.541995296,15007897.130716624,0.0
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2023-10-31,4882740.200515691,19890637.331232313,-113868.73838730529
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2023-11-30,-1541953.7251845677,18348683.606047742,-1667104.412396893
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2023-12-31,-2678851.4550511246,15669832.150996618,-4345955.867448017
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2024-01-31,3180680.8397846245,18850512.990781244,-1165275.027663391
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2024-02-29,5807074.489258692,24657587.48003994,0.0
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2024-03-31,401500.36513525463,25059087.84517519,-222011.13583134487
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2024-04-30,3369689.8138017515,28428777.65897694,0.0
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2024-05-31,2221582.534471539,30650360.193448473,-551161.9891739972
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2024-06-30,4019619.43529127,34669979.628739744,0.0
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2024-07-31,-1380908.5993095266,33289071.029430218,-1694210.3613475636
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2024-08-31,-3519641.735057538,29769429.294372678,-5213852.096405104
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2024-09-30,-3356849.2182045593,26412580.07616812,-8570701.314609662
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2024-10-31,-743710.5222661691,25668869.553901944,-9314411.836875837
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2024-11-30,8470733.202206286,34139602.756108224,-843678.6346695572
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2024-12-31,986450.5409485651,35126053.297056794,-30770.18291299045
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2025-01-31,1437739.441942349,36563792.73899915,-1478751.9483543336
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2025-02-28,-3643525.738555378,32920267.000443768,-5122277.686909717
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2025-03-31,-1236630.0015486542,31683636.998895112,-6358907.688458372
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2025-04-30,-1705787.0125431516,29977849.98635196,-8064694.701001525
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2025-05-31,-1660488.1286412755,28317361.85771069,-9725182.829642795
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2025-06-30,-3030720.486217262,25286641.371493425,-12755903.31586006
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2025-07-31,2097400.8030052464,27384042.174498677,-10658502.512854807
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2025-08-31,332865.0643717295,27716907.238870405,-10325637.44848308
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2025-09-30,-1249403.6034905843,26467503.63537982,-11575041.051973663
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2025-10-31,4399741.3719086405,30867245.007288456,-7175299.680065028
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2025-11-30,3524092.5214217063,34391337.528710164,-3651207.15864332
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2025-12-31,556199.7128619484,34947537.24157211,-3095007.4457813725
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2026-01-31,-492100.2314717341,34455437.01010037,-3587107.677253112
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2026-02-28,-1241659.3791043516,33213777.630996026,-4828767.056357458
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2026-03-31,1482611.063710951,34696388.69470698,-3346155.992646508
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2026-04-30,-1450976.568600866,33245412.12610612,-4797132.561247364
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,monthly,2026-05-31,-785517.9659611478,32459894.16014497,-5582650.5272085145
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,annual,2023-12-31,15669832.150996624,15669832.150996618,-4345955.867448017
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,annual,2024-12-31,19456221.146060187,35126053.297056794,-30770.18291299045
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,annual,2025-12-31,-178516.05548468578,34947537.24157211,-3095007.4457813725
BASKET  Call-UO  1M  ATM/H@10Δ,eko_basket,annual,2026-12-31,-2487643.0814271485,32459894.16014497,-5582650.5272085145
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2023-02-28,-666321.6751438603,-666321.6751438605,-718162.1941875843
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2023-03-31,534410.1688481712,-131911.50629568903,-1128366.6636244184
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2023-04-30,2045592.3431862462,1913680.8368905573,0.0
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2023-05-31,3695404.4803900435,5609085.317280601,-141074.14601432625
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2023-06-30,1539580.9488563722,7148666.266136973,0.0
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2023-07-31,-803189.690992023,6345476.57514495,-1231169.2412668746
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2023-08-31,1109312.8992062763,7454789.474351227,-121856.34206059761
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2023-09-30,4023648.8772081113,11478438.35155934,0.0
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2023-10-31,4345587.443145208,15824025.794704549,-83108.95121852309
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2023-11-30,-582820.2981632198,15241205.496541332,-1186440.605480047
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2023-12-31,-1828645.5899185133,13412559.906622818,-3015086.1953985617
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2024-01-31,-413290.8404490105,12999269.066173807,-3428377.0358475726
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2024-02-29,4369246.487335797,17368515.553509608,0.0
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2024-03-31,837570.8656457958,18206086.41915541,0.0
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2024-04-30,912565.9161173685,19118652.335272785,-409769.38989889994
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2024-05-31,1534141.3943663347,20652793.72963912,-152608.11087527126
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2024-06-30,3174963.494152223,23827757.223791342,0.0
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2024-07-31,-860751.9166484775,22967005.30714287,-1067863.4310264178
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2024-08-31,-2645162.862276241,20321842.44486663,-3713026.293302655
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2024-09-30,-2391689.7784264307,17930152.666440204,-6104716.071729083
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2024-10-31,-1503717.2377778268,16426435.428662376,-7608433.30950691
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2024-11-30,3128698.2479457133,19555133.676608093,-4479735.061561193
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2024-12-31,1069657.2632509095,20624790.939859003,-3410077.7983102836
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2025-01-31,692762.3438701351,21317553.28372914,-2717315.4544401467
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2025-02-28,-2666644.6091709556,18650908.67455818,-5383960.063611105
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2025-03-31,-942228.3775517795,17708680.2970064,-6326188.441162888
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2025-04-30,-1288473.661464099,16420206.635542305,-7614662.102626981
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2025-05-31,-546066.645189205,15874139.990353096,-8160728.74781619
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2025-06-30,-1988607.4082076831,13885532.582145413,-10149336.156023873
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2025-07-31,2532170.0128663545,16417702.59501177,-7617166.143157516
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2025-08-31,1256569.3926408156,17674271.98765258,-6360596.750516705
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2025-09-30,-374926.6040920537,17299345.38356053,-6735523.354608756
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2025-10-31,1602684.5806345618,18902029.96419509,-5132838.773974195
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2025-11-30,165847.63540353774,19067877.59959863,-4966991.138570655
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2025-12-31,110163.75681933112,19178041.356417958,-4856827.381751329
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2026-01-31,48397.979645375395,19226439.336063333,-4808429.402105954
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2026-02-28,-372315.1972535895,18854124.138809744,-5180744.599359542
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2026-03-31,746595.0833932522,19600719.222202998,-4434149.515966289
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2026-04-30,-591450.6435776611,19009268.57862534,-5025600.159543946
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,monthly,2026-05-31,-546603.0443007824,18462665.534324557,-5572203.20384473
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,annual,2023-12-31,13412559.906622812,13412559.906622818,-3015086.1953985617
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,annual,2024-12-31,7212231.033236155,20624790.939859003,-3410077.7983102836
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,annual,2025-12-31,-1446749.5834410402,19178041.356417958,-4856827.381751329
BASKET  Call-UO  1M  ATM/H@15Δ,eko_basket,annual,2026-12-31,-715375.8220934054,18462665.534324557,-5572203.20384473
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2023-02-28,-1121388.5382208903,-1121388.53822089,-1060258.7065629056
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2023-03-31,-1099666.0459246014,-2221054.584145492,-2159924.752487507
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2023-04-30,1167292.751810778,-1053761.8323347135,-992632.000676729
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2023-05-31,83220.62119869355,-970541.2111360196,-909411.379478035
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2023-06-30,-821079.7436395923,-1791620.9547756114,-1730491.1231176269
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2023-07-31,-182102.38657931684,-1973723.3413549284,-1912593.509696944
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2023-08-31,-801248.5321918884,-2774971.8735468164,-2713842.0418888316
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2023-09-30,498604.8671246421,-2276367.0064221737,-2215237.174764189
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2023-10-31,1653120.548466419,-623246.4579557545,-562116.6262977698
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2023-11-30,-322440.0138270627,-945686.4717828174,-884556.6401248327
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2023-12-31,-578058.117446606,-1523744.5892294233,-1462614.7575714388
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2024-01-31,-552264.7077709131,-2076009.2970003365,-2014879.465342352
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2024-02-29,1487896.4777998105,-588112.8192005261,-526982.9875425415
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2024-03-31,1148366.6863039273,560253.8671034013,0.0
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2024-04-30,-394030.26886042516,166223.59824297624,-974222.362444866
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2024-05-31,920522.1673112572,1086745.7655542332,-53700.195133609
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2024-06-30,1172595.1768061535,2259340.9423603867,0.0
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2024-07-31,105165.15254020997,2364506.094900596,-418692.01944317715
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2024-08-31,-1359178.5556746055,1005327.5392259907,-1777870.5751177825
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2024-09-30,-971092.9313937746,34234.60783221602,-2748963.506511557
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2024-10-31,-786291.3670054631,-752056.759173247,-3535254.87351702
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2024-11-30,47104.45706626016,-704952.3021069869,-3488150.41645076
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2024-12-31,189326.5608860567,-515625.74122093024,-3298823.8555647032
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2025-01-31,-289794.5512269614,-805420.2924478916,-3588618.4067916647
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2025-02-28,-1228753.7994570888,-2034174.0919049806,-4817372.206248754
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2025-03-31,-9293.334250828906,-2043467.4261558093,-4826665.540499583
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2025-04-30,-414161.9566304081,-2457629.3827862176,-5240827.497129991
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2025-05-31,528838.0907054927,-1928791.292080725,-4711989.406424498
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2025-06-30,-453659.1779920501,-2382450.470072775,-5165648.584416548
BASKET  Call-UO  1M  ATM/H@25Δ,eko_basket,monthly,2025-07-31,1263036.4110403848,-1119414.0590323913,-3902612.1733761644
