bbg_ticker,csv_filename,pair,region,onshore_offshore,category,tenor,field,in_data,n_rows,first_date,last_date
USDINRV6M BGN Curncy,USDINRV6M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDINR25R6M BGN Curncy,USDINR25R6M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDINR25B6M BGN Curncy,USDINR25B6M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDINR10R6M BGN Curncy,USDINR10R6M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_10D,6M,close,True,2697,2016-01-01,2026-05-15
USDINR10B6M BGN Curncy,USDINR10B6M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_10D,6M,close,True,2697,2016-01-01,2026-05-15
USDINRV9M BGN Curncy,USDINRV9M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDINR25R9M BGN Curncy,USDINR25R9M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDINR25B9M BGN Curncy,USDINR25B9M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDINR10R9M BGN Curncy,USDINR10R9M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_10D,9M,close,True,2697,2016-01-01,2026-05-15
USDINR10B9M BGN Curncy,USDINR10B9M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_10D,9M,close,True,2697,2016-01-01,2026-05-15
USDINRV1Y BGN Curncy,USDINRV1Y BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDINR25R1Y BGN Curncy,USDINR25R1Y BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDINR25B1Y BGN Curncy,USDINR25B1Y BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_25D,1Y,close,True,2704,2016-01-01,2026-05-15
USDINR10R1Y BGN Curncy,USDINR10R1Y BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_10D,1Y,close,True,2697,2016-01-01,2026-05-15
USDINR10B1Y BGN Curncy,USDINR10B1Y BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_10D,1Y,close,True,2697,2016-01-01,2026-05-15
IN00O/N Index,IN00O_N Index.csv,USDINR,EM_ASIA,onshore,RATE_OIS_INR_ONSHORE,ON,close,True,2506,2016-01-01,2026-05-15
IRSWOA Curncy,IRSWOA Curncy.csv,USDINR,EM_ASIA,onshore,RATE_OIS_INR_ONSHORE,1M,close,True,2550,2016-01-01,2026-05-15
IRSWOB Curncy,IRSWOB Curncy.csv,USDINR,EM_ASIA,onshore,RATE_OIS_INR_ONSHORE,2M,close,True,2519,2016-01-01,2026-05-15
IRSWOC Curncy,IRSWOC Curncy.csv,USDINR,EM_ASIA,onshore,RATE_OIS_INR_ONSHORE,3M,close,True,2537,2016-01-01,2026-05-15
IRSWOF Curncy,IRSWOF Curncy.csv,USDINR,EM_ASIA,onshore,RATE_OIS_INR_ONSHORE,6M,close,True,2531,2016-01-01,2026-05-15
IRSWOI Curncy,IRSWOI Curncy.csv,USDINR,EM_ASIA,onshore,RATE_OIS_INR_ONSHORE,9M,close,True,2530,2016-01-01,2026-05-15
IRSWO1 Curncy,IRSWO1 Curncy.csv,USDINR,EM_ASIA,onshore,RATE_OIS_INR_ONSHORE,1Y,close,True,2523,2016-01-01,2026-05-15
IRSWO2 Curncy,IRSWO2 Curncy.csv,USDINR,EM_ASIA,onshore,RATE_OIS_INR_ONSHORE,2Y,close,True,2552,2016-01-01,2026-05-15
IRSWO5 Curncy,IRSWO5 Curncy.csv,USDINR,EM_ASIA,onshore,RATE_OIS_INR_ONSHORE,5Y,close,True,2532,2016-01-01,2026-05-15
IRSWO7 Curncy,IRSWO7 Curncy.csv,USDINR,EM_ASIA,onshore,RATE_OIS_INR_ONSHORE,7Y,close,True,2526,2016-01-01,2026-05-15
IRSWO10 Curncy,IRSWO10 Curncy.csv,USDINR,EM_ASIA,onshore,RATE_OIS_INR_ONSHORE,10Y,close,True,2538,2016-01-01,2026-05-15
IRSWNIA Curncy,IRSWNIA Curncy.csv,USDINR,EM_ASIA,offshore,RATE_OIS_INR_OFFSHORE,1M,close,True,2681,2016-01-04,2026-05-15
IRSWNIB Curncy,IRSWNIB Curncy.csv,USDINR,EM_ASIA,offshore,RATE_OIS_INR_OFFSHORE,2M,close,True,2653,2016-01-04,2026-05-15
IRSWNIC Curncy,IRSWNIC Curncy.csv,USDINR,EM_ASIA,offshore,RATE_OIS_INR_OFFSHORE,3M,close,True,2627,2016-01-04,2026-05-15
IRSWNIF Curncy,IRSWNIF Curncy.csv,USDINR,EM_ASIA,offshore,RATE_OIS_INR_OFFSHORE,6M,close,True,2597,2016-01-04,2026-05-15
IRSWNII Curncy,IRSWNII Curncy.csv,USDINR,EM_ASIA,offshore,RATE_OIS_INR_OFFSHORE,9M,close,True,2599,2016-01-04,2026-05-15
IRSWNI1 Curncy,IRSWNI1 Curncy.csv,USDINR,EM_ASIA,offshore,RATE_OIS_INR_OFFSHORE,1Y,close,True,2648,2016-01-04,2026-05-15
IRSWNI2 Curncy,IRSWNI2 Curncy.csv,USDINR,EM_ASIA,offshore,RATE_OIS_INR_OFFSHORE,2Y,close,True,2647,2016-01-04,2026-05-15
IRSWNI5 Curncy,IRSWNI5 Curncy.csv,USDINR,EM_ASIA,offshore,RATE_OIS_INR_OFFSHORE,5Y,close,True,2657,2016-01-04,2026-05-15
IRSWNI7 Curncy,IRSWNI7 Curncy.csv,USDINR,EM_ASIA,offshore,RATE_OIS_INR_OFFSHORE,7Y,close,True,2634,2016-01-01,2026-05-15
IRSWNI10 Curncy,IRSWNI10 Curncy.csv,USDINR,EM_ASIA,offshore,RATE_OIS_INR_OFFSHORE,10Y,close,True,2639,2016-01-01,2026-05-15
GIND2YR Index,GIND2YR Index.csv,USDINR,EM_ASIA,,RATE_GOVT_INR,2Y,close,True,2326,2016-01-01,2026-05-15
GIND5YR Index,GIND5YR Index.csv,USDINR,EM_ASIA,,RATE_GOVT_INR,5Y,close,True,2490,2016-01-01,2026-05-15
GIND7YR Index,GIND7YR Index.csv,USDINR,EM_ASIA,,RATE_GOVT_INR,7Y,close,True,2425,2016-01-01,2026-05-15
GIND10YR Index,GIND10YR Index.csv,USDINR,EM_ASIA,,RATE_GOVT_INR,10Y,close,True,2511,2016-01-01,2026-05-15
IDR Curncy,IDR Curncy.csv,USDIDR,EM_ASIA,,SPOT,,open,True,2505,2016-01-04,2026-05-13
IHO1W BGN Curncy,IHO1W BGN Curncy.csv,USDIDR,EM_ASIA,onshore,FWD_POINTS,1W,close,True,2434,2016-01-01,2026-05-15
IHN1W BGN Curncy,IHN1W BGN Curncy.csv,USDIDR,EM_ASIA,offshore,FWD_POINTS,1W,close,True,2481,2016-01-01,2026-05-15
IHO1M BGN Curncy,IHO1M BGN Curncy.csv,USDIDR,EM_ASIA,onshore,FWD_POINTS,1M,close,True,2551,2016-01-01,2026-05-15
IHN1M BGN Curncy,IHN1M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,FWD_POINTS,1M,close,True,2661,2016-01-01,2026-05-15
IHO2M BGN Curncy,IHO2M BGN Curncy.csv,USDIDR,EM_ASIA,onshore,FWD_POINTS,2M,close,True,2543,2016-01-01,2026-05-15
IHN2M BGN Curncy,IHN2M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,FWD_POINTS,2M,close,True,2532,2016-01-01,2026-05-15
IHO3M BGN Curncy,IHO3M BGN Curncy.csv,USDIDR,EM_ASIA,onshore,FWD_POINTS,3M,close,True,2537,2016-01-01,2026-05-15
IHN3M BGN Curncy,IHN3M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,FWD_POINTS,3M,close,True,2568,2016-01-01,2026-05-15
IHO6M BGN Curncy,IHO6M BGN Curncy.csv,USDIDR,EM_ASIA,onshore,FWD_POINTS,6M,close,True,2570,2016-01-01,2026-05-15
IHN6M BGN Curncy,IHN6M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,FWD_POINTS,6M,close,True,2593,2016-01-01,2026-05-15
IHO9M BGN Curncy,IHO9M BGN Curncy.csv,USDIDR,EM_ASIA,onshore,FWD_POINTS,9M,close,True,2069,2016-01-04,2026-05-14
IHN9M BGN Curncy,IHN9M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,FWD_POINTS,9M,close,True,2404,2016-01-04,2026-05-15
IHO12M BGN Curncy,IHO12M BGN Curncy.csv,USDIDR,EM_ASIA,onshore,FWD_POINTS,12M,close,True,2545,2016-01-01,2026-05-15
IHN12M BGN Curncy,IHN12M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,FWD_POINTS,12M,close,True,2598,2016-01-01,2026-05-15
USDIDRV1W BGN Curncy,USDIDRV1W BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_ATM,1W,close,True,2706,2016-01-01,2026-05-15
USDIDR25R1W BGN Curncy,USDIDR25R1W BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDIDR25B1W BGN Curncy,USDIDR25B1W BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDIDR10R1W BGN Curncy,USDIDR10R1W BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_10D,1W,close,True,2704,2016-01-01,2026-05-15
USDIDR10B1W BGN Curncy,USDIDR10B1W BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_10D,1W,close,True,2704,2016-01-01,2026-05-15
USDIDRV1M BGN Curncy,USDIDRV1M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDIDR25R1M BGN Curncy,USDIDR25R1M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDIDR25B1M BGN Curncy,USDIDR25B1M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDIDR10R1M BGN Curncy,USDIDR10R1M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDIDR10B1M BGN Curncy,USDIDR10B1M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDIDRV2M BGN Curncy,USDIDRV2M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDIDR25R2M BGN Curncy,USDIDR25R2M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDIDR25B2M BGN Curncy,USDIDR25B2M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDIDR10R2M BGN Curncy,USDIDR10R2M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDIDR10B2M BGN Curncy,USDIDR10B2M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDIDRV3M BGN Curncy,USDIDRV3M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDIDR25R3M BGN Curncy,USDIDR25R3M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDIDR25B3M BGN Curncy,USDIDR25B3M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDIDR10R3M BGN Curncy,USDIDR10R3M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDIDR10B3M BGN Curncy,USDIDR10B3M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDIDRV6M BGN Curncy,USDIDRV6M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDIDR25R6M BGN Curncy,USDIDR25R6M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDIDR25B6M BGN Curncy,USDIDR25B6M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDIDR10R6M BGN Curncy,USDIDR10R6M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDIDR10B6M BGN Curncy,USDIDR10B6M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDIDRV9M BGN Curncy,USDIDRV9M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDIDR25R9M BGN Curncy,USDIDR25R9M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDIDR25B9M BGN Curncy,USDIDR25B9M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDIDR10R9M BGN Curncy,USDIDR10R9M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDIDR10B9M BGN Curncy,USDIDR10B9M BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDIDRV1Y BGN Curncy,USDIDRV1Y BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDIDR25R1Y BGN Curncy,USDIDR25R1Y BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDIDR25B1Y BGN Curncy,USDIDR25B1Y BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDIDR10R1Y BGN Curncy,USDIDR10R1Y BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_RR_10D,1Y,close,True,2706,2016-01-01,2026-05-15
USDIDR10B1Y BGN Curncy,USDIDR10B1Y BGN Curncy.csv,USDIDR,EM_ASIA,offshore,VOL_BF_10D,1Y,close,True,2706,2016-01-01,2026-05-15
JIINONT Index,JIINONT Index.csv,USDIDR,EM_ASIA,onshore,RATE_OIS_IDR_ONSHORE,ON,close,True,2523,2016-01-01,2026-05-13
IHSWOO1Z Curncy,IHSWOO1Z Curncy.csv,USDIDR,EM_ASIA,onshore,RATE_OIS_IDR_ONSHORE,1W,close,True,1186,2018-10-24,2026-05-13
IHSWOOA Curncy,IHSWOOA Curncy.csv,USDIDR,EM_ASIA,onshore,RATE_OIS_IDR_ONSHORE,1M,close,True,163,2018-07-26,2026-05-13
IHSWOOB Curncy,IHSWOOB Curncy.csv,USDIDR,EM_ASIA,onshore,RATE_OIS_IDR_ONSHORE,2M,close,True,88,2018-07-26,2026-05-14
IHSWOOC Curncy,IHSWOOC Curncy.csv,USDIDR,EM_ASIA,onshore,RATE_OIS_IDR_ONSHORE,3M,close,True,176,2018-07-26,2026-05-13
IHSWOOF Curncy,IHSWOOF Curncy.csv,USDIDR,EM_ASIA,onshore,RATE_OIS_IDR_ONSHORE,6M,close,True,174,2018-07-26,2026-05-13
IHSWOOI Curncy,IHSWOOI Curncy.csv,USDIDR,EM_ASIA,onshore,RATE_OIS_IDR_ONSHORE,9M,close,True,169,2018-07-26,2026-05-13
IHSWOO1 Curncy,IHSWOO1 Curncy.csv,USDIDR,EM_ASIA,onshore,RATE_OIS_IDR_ONSHORE,1Y,close,True,174,2018-07-26,2026-05-14
IHSWOO2 Curncy,IHSWOO2 Curncy.csv,USDIDR,EM_ASIA,onshore,RATE_OIS_IDR_ONSHORE,2Y,close,True,690,2018-10-24,2026-05-13
IHSWOO5 Curncy,IHSWOO5 Curncy.csv,USDIDR,EM_ASIA,onshore,RATE_OIS_IDR_ONSHORE,5Y,close,True,668,2018-10-24,2026-05-13
GIDN2YR Index,GIDN2YR Index.csv,USDIDR,EM_ASIA,,RATE_GOVT_IDR,2Y,close,True,2347,2016-01-01,2026-05-13
GIDN5YR Index,GIDN5YR Index.csv,USDIDR,EM_ASIA,,RATE_GOVT_IDR,5Y,close,True,2515,2016-01-01,2026-05-13
GIDN7YR Index,GIDN7YR Index.csv,USDIDR,EM_ASIA,,RATE_GOVT_IDR,7Y,close,True,2236,2016-01-01,2026-05-13
GIDN10YR Index,GIDN10YR Index.csv,USDIDR,EM_ASIA,,RATE_GOVT_IDR,10Y,close,True,2500,2016-01-01,2026-05-13
PHP Curncy,PHP Curncy.csv,USDPHP,EM_ASIA,,SPOT,,open,True,2524,2016-01-04,2026-05-15
PPO1W BGN Curncy,PPO1W BGN Curncy.csv,USDPHP,EM_ASIA,onshore,FWD_POINTS,1W,close,True,2541,2016-01-01,2026-05-15
PPN1W BGN Curncy,PPN1W BGN Curncy.csv,USDPHP,EM_ASIA,offshore,FWD_POINTS,1W,close,True,1931,2016-01-01,2026-05-15
PPO1M BGN Curncy,PPO1M BGN Curncy.csv,USDPHP,EM_ASIA,onshore,FWD_POINTS,1M,close,True,2580,2016-01-01,2026-05-15
PPN1M BGN Curncy,PPN1M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,FWD_POINTS,1M,close,True,2117,2016-01-04,2026-05-15
PPO2M BGN Curncy,PPO2M BGN Curncy.csv,USDPHP,EM_ASIA,onshore,FWD_POINTS,2M,close,True,2569,2016-01-01,2026-05-15
PPN2M BGN Curncy,PPN2M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,FWD_POINTS,2M,close,True,2340,2016-01-04,2026-05-15
PPO3M BGN Curncy,PPO3M BGN Curncy.csv,USDPHP,EM_ASIA,onshore,FWD_POINTS,3M,close,True,2554,2016-01-01,2026-05-15
PPN3M BGN Curncy,PPN3M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,FWD_POINTS,3M,close,True,1613,2016-01-04,2026-05-15
PPO6M BGN Curncy,PPO6M BGN Curncy.csv,USDPHP,EM_ASIA,onshore,FWD_POINTS,6M,close,True,2559,2016-01-01,2026-05-15
PPN6M BGN Curncy,PPN6M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,FWD_POINTS,6M,close,True,1463,2016-01-04,2026-05-15
PPO9M BGN Curncy,PPO9M BGN Curncy.csv,USDPHP,EM_ASIA,onshore,FWD_POINTS,9M,close,True,2597,2016-01-01,2026-05-15
PPN9M BGN Curncy,PPN9M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,FWD_POINTS,9M,close,True,2668,2016-01-04,2026-05-15
PPO12M BGN Curncy,PPO12M BGN Curncy.csv,USDPHP,EM_ASIA,onshore,FWD_POINTS,12M,close,True,2557,2016-01-01,2026-05-15
PPN12M BGN Curncy,PPN12M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,FWD_POINTS,12M,close,True,1472,2016-01-04,2026-05-15
USDPHPOV1W BGN Curncy,USDPHPOV1W BGN Curncy.csv,USDPHP,EM_ASIA,onshore,VOL_ATM,1W,close,True,1445,2016-01-04,2026-05-15
USDPHPOV1M BGN Curncy,USDPHPOV1M BGN Curncy.csv,USDPHP,EM_ASIA,onshore,VOL_ATM,1M,close,True,1454,2016-01-04,2026-05-15
USDPHPOV2M BGN Curncy,USDPHPOV2M BGN Curncy.csv,USDPHP,EM_ASIA,onshore,VOL_ATM,2M,close,True,1454,2016-01-04,2026-05-15
USDPHPOV3M BGN Curncy,USDPHPOV3M BGN Curncy.csv,USDPHP,EM_ASIA,onshore,VOL_ATM,3M,close,True,1455,2016-01-04,2026-05-15
USDPHPOV6M BGN Curncy,USDPHPOV6M BGN Curncy.csv,USDPHP,EM_ASIA,onshore,VOL_ATM,6M,close,True,1454,2016-01-04,2026-05-15
USDPHPOV9M BGN Curncy,USDPHPOV9M BGN Curncy.csv,USDPHP,EM_ASIA,onshore,VOL_ATM,9M,close,True,1453,2016-01-04,2026-05-15
USDPHPOV1Y BGN Curncy,USDPHPOV1Y BGN Curncy.csv,USDPHP,EM_ASIA,onshore,VOL_ATM,1Y,close,True,1453,2016-01-04,2026-05-15
USDPHPV1W BGN Curncy,USDPHPV1W BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_ATM,1W,close,True,2704,2016-01-01,2026-05-15
USDPHP25R1W BGN Curncy,USDPHP25R1W BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_25D,1W,close,True,2696,2016-01-01,2026-05-15
USDPHP25B1W BGN Curncy,USDPHP25B1W BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_25D,1W,close,True,2688,2016-01-01,2026-05-15
USDPHP10R1W BGN Curncy,USDPHP10R1W BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_10D,1W,close,True,2689,2016-01-01,2026-05-15
USDPHP10B1W BGN Curncy,USDPHP10B1W BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_10D,1W,close,True,2663,2016-01-01,2026-05-15
USDPHPV1M BGN Curncy,USDPHPV1M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDPHP25R1M BGN Curncy,USDPHP25R1M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_25D,1M,close,True,2698,2016-01-01,2026-05-15
USDPHP25B1M BGN Curncy,USDPHP25B1M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_25D,1M,close,True,2696,2016-01-01,2026-05-15
USDPHP10R1M BGN Curncy,USDPHP10R1M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_10D,1M,close,True,2698,2016-01-01,2026-05-15
USDPHP10B1M BGN Curncy,USDPHP10B1M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_10D,1M,close,True,2696,2016-01-01,2026-05-15
USDPHPV2M BGN Curncy,USDPHPV2M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDPHP25R2M BGN Curncy,USDPHP25R2M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_25D,2M,close,True,2698,2016-01-01,2026-05-15
USDPHP25B2M BGN Curncy,USDPHP25B2M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_25D,2M,close,True,2696,2016-01-01,2026-05-15
USDPHP10R2M BGN Curncy,USDPHP10R2M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_10D,2M,close,True,2698,2016-01-01,2026-05-15
USDPHP10B2M BGN Curncy,USDPHP10B2M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_10D,2M,close,True,2696,2016-01-01,2026-05-15
USDPHPV3M BGN Curncy,USDPHPV3M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDPHP25R3M BGN Curncy,USDPHP25R3M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_25D,3M,close,True,2698,2016-01-01,2026-05-15
USDPHP25B3M BGN Curncy,USDPHP25B3M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_25D,3M,close,True,2673,2016-01-01,2026-05-15
USDPHP10R3M BGN Curncy,USDPHP10R3M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_10D,3M,close,True,2698,2016-01-01,2026-05-15
USDPHP10B3M BGN Curncy,USDPHP10B3M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_10D,3M,close,True,2696,2016-01-01,2026-05-15
USDPHPV6M BGN Curncy,USDPHPV6M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDPHP25R6M BGN Curncy,USDPHP25R6M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_25D,6M,close,True,2698,2016-01-01,2026-05-15
USDPHP25B6M BGN Curncy,USDPHP25B6M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_25D,6M,close,True,2696,2016-01-01,2026-05-15
USDPHP10R6M BGN Curncy,USDPHP10R6M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_10D,6M,close,True,2698,2016-01-01,2026-05-15
USDPHP10B6M BGN Curncy,USDPHP10B6M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_10D,6M,close,True,2696,2016-01-01,2026-05-15
USDPHPV9M BGN Curncy,USDPHPV9M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDPHP25R9M BGN Curncy,USDPHP25R9M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_25D,9M,close,True,2698,2016-01-01,2026-05-15
USDPHP25B9M BGN Curncy,USDPHP25B9M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_25D,9M,close,True,2696,2016-01-01,2026-05-15
USDPHP10R9M BGN Curncy,USDPHP10R9M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_10D,9M,close,True,2698,2016-01-01,2026-05-15
USDPHP10B9M BGN Curncy,USDPHP10B9M BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_10D,9M,close,True,2696,2016-01-01,2026-05-15
USDPHPV1Y BGN Curncy,USDPHPV1Y BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDPHP25R1Y BGN Curncy,USDPHP25R1Y BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_25D,1Y,close,True,2698,2016-01-01,2026-05-15
USDPHP25B1Y BGN Curncy,USDPHP25B1Y BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_25D,1Y,close,True,2696,2016-01-01,2026-05-15
USDPHP10R1Y BGN Curncy,USDPHP10R1Y BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_RR_10D,1Y,close,True,2698,2016-01-01,2026-05-15
USDPHP10B1Y BGN Curncy,USDPHP10B1Y BGN Curncy.csv,USDPHP,EM_ASIA,offshore,VOL_BF_10D,1Y,close,True,2696,2016-01-01,2026-05-15
PIRCORRP Index,PIRCORRP Index.csv,USDPHP,EM_ASIA,onshore,RATE_OIS_PHP_ONSHORE,ON,close,True,715,2023-05-29,2026-05-15
PHPORR1Z Curncy,PHPORR1Z Curncy.csv,USDPHP,EM_ASIA,onshore,RATE_OIS_PHP_ONSHORE,1W,close,True,384,2024-10-15,2026-05-15
